timestamp,open,high,low,close,volume
1776478800000,77356.99,77420.08,77333,77346.76,52.90318
1776479100000,77346.77,77372.19,77311.22,77326.27,19.68191
1776479400000,77326.28,77326.28,77270.53,77274.8,12.06103
1776479700000,77274.8,77401.05,77266.66,77355.02,16.69386
1776480000000,77355.02,77411.27,77293.71,77317.24,17.84975
1776480300000,77317.24,77332.78,77302.93,77310.68,16.34749
1776480600000,77310.68,77310.68,77279,77288.21,12.56535
1776480900000,77288.21,77309.88,77284.46,77292.52,8.76787
1776481200000,77292.53,77296.95,77229.82,77295.09,11.63033
1776481500000,77295.08,77295.09,77256.51,77295.09,6.55304
1776481800000,77295.08,77295.09,77257.86,77257.86,7.77906
1776482100000,77257.87,77258.07,77213.71,77251.28,12.4297
1776482400000,77251.28,77251.28,77213.71,77240.7,8.01351
1776482700000,77240.7,77240.71,77155.01,77185.89,24.78498
1776483000000,77185.89,77200,77115.45,77161.25,26.19842
1776483300000,77161.25,77190.54,77129.31,77148.55,18.83191
1776483600000,77148.01,77174,77145.14,77168.44,7.56459
1776483900000,77168.43,77185.03,77143.64,77183.09,13.87216
1776484200000,77183.1,77208.54,77009.97,77009.97,41.44871
1776484500000,77009.98,77063.17,76962.67,77005.47,89.81076
1776484800000,77005.47,77058.96,76963.81,77058.95,26.20774
1776485100000,77058.96,77087.89,77058.95,77077,9.54148
1776485400000,77077,77095,77068.55,77084.19,12.02816
1776485700000,77084.19,77084.19,77019.11,77037.85,15.84188
1776486000000,77037.86,77037.86,76974.3,77000,29.93889
1776486300000,77000,77009.99,76944.14,76995.67,30.89372
1776486600000,76995.67,76995.67,76884.1,76940.62,52.13509
1776486900000,76940.61,77056.52,76940.61,77054.66,34.25769
1776487200000,77054.66,77080.23,76982.03,76989.02,86.37952
1776487500000,76989.02,77070.14,76989.02,77051.75,24.21014
1776487800000,77051.75,77108.3,77051.74,77090.94,17.79322
1776488100000,77090.94,77162.08,77082.86,77100.74,30.8513
1776488400000,77100.73,77194.21,77100.73,77187,82.93766
