upper,middle,lower
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
115.42223490063168,105.81052548732033,96.19881607400899
110.85319004918462,102.53618452054111,94.2191789918976
106.19067267959969,99.66058289617808,93.13049311275648
102.18219914264535,97.48525305394598,92.78830696524662
100.07274926764296,96.24917424084705,92.42559921405115
100.89458507967913,96.1074252067766,91.32026533387406
103.75467899990556,97.11733148165828,90.479983963411
107.63859554704572,99.23334465658588,90.82809376612605
111.97591736820733,102.31111108753637,92.64630480686542
116.33722959274574,106.1203665764689,95.90350356019205
120.3525720663673,110.3655051863513,100.3784383063353
123.71764882044344,114.71198483912639,105.70632085780933
126.23086183285373,118.81621096319445,111.40156009353517
127.87826535693033,122.3562287731833,116.83419218943628
129.0857187495655,125.06048253206338,121.03524631456125
130.86704532227117,126.73207281637535,122.59710031047953
132.99927503480188,127.26634495531181,121.53341487582172
134.27598492450494,126.6602375207726,119.04449011704027
134.16229016121346,125.01255579561929,115.86282143002511
132.56683871811734,122.51514579202416,112.46345286593098
129.62920101989417,119.43575721856834,109.24231341724251
125.65050860465836,116.09412619620034,106.53774378774231
121.06057518232429,112.83341418280597,104.60625318328765
116.41209463243419,109.98955438219669,103.56701413195918
112.47082504761673,107.86124383150641,103.2516626153961
110.5134933553203,106.68326168445921,102.85303001359812
111.48546253126408,106.60549708879846,101.72553164633284
114.42376900880853,107.67956003512641,100.9353510614443
118.34601987553013,109.85417119015128,101.36232250477242
122.69539253586643,112.97974252680734,103.26409251774825
127.04659008585108,116.8217395772022,106.59688906855331
131.032794874276,121.08163169813079,111.13046852198559
134.3542398783164,125.42355892433386,116.49287797035132
136.8168486855679,129.50433333891908,122.19181799227029
138.42211353777907,133.00409502787733,127.58607651797558
139.63336255195728,135.65488421357782,131.67640587519836
141.46198356228498,137.26457730365243,133.06717104501988
143.57352120977689,137.7340487193096,131.89457622884234
144.78059512560222,137.06602548806688,129.35145585053155
144.58359708046444,135.3648436465046,126.14609021254475
142.9075168826773,132.82712821285696,122.74673954303663
139.9022507633357,129.7242292597321,119.54620775612852
135.87683244397405,126.37798302027447,116.8791335965749
131.2677308407553,123.13196321596726,114.99619559117924
126.63559938051974,120.32079063934128,114.00598189816283
122.76557432685044,118.24024247516274,113.71491062347505
120.96433428327434,117.12083140541701,113.27732852755967
122.0823303991086,117.10721459795151,112.13209879679442
125.09584658424525,118.24527191249727,111.3946972407493
129.0547599449406,120.47800758944084,111.90125523394106
133.41486024718824,123.65064151128303,113.88642277537782
137.7547872283839,127.52443524956087,117.29408327073784
141.7109030205324,131.79801785763928,121.88513269474615
144.98808700731522,136.13430643981562,127.28052587231603
147.40003603617055,140.19061676247517,132.9811974887798
148.9644644094893,143.64927421608033,138.33408402267136
150.18345631752635,146.24599074192562,142.3085251663249
152.05797742412273,147.7934728973059,143.52896837048905
154.14468995984447,148.19815222094599,142.2516144820475
155.2806968493626,147.4685434249762,139.65639000058977
155.0002022922035,145.71448380105664,136.42876530990978
153.24397867467368,143.13732178223626,133.03066488979883
150.1720631249499,140.01193108709472,129.85179904923956
146.10129286063773,136.66215706910486,127.22302127757199
141.47476631158335,133.4318885756995,125.38901083981567
136.86135016259823,130.6543393817179,124.4473286008376
133.06675627970995,128.62228319529362,124.1778101108773
