macd,signal,histogram
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
8.275241006281377,4.985484156055459,3.289756850225918
7.961370400158174,5.846893427555405,2.114476972602769
7.248978863270665,6.498661698810023,0.7503171644606415
6.2017022099280155,6.882568451277783,-0.6808662413497677
4.9130905445203865,6.9643204381314865,-2.0512298936111
3.498251709309386,6.736614997863451,-3.2383632885540647
2.0835690436989296,6.219792379288811,-4.136223335589881
0.7954119369276214,5.460018807697257,-4.664606870769636
-0.2511523731120917,4.525162593442496,-4.776314966554588
-0.9626374135358162,3.498731657907252,-4.461369071443068
-1.275488344663657,2.4724140195937157,-3.7479023642573726
-1.161759124566629,1.5378875765006828,-2.6996467010673117
-0.6316088457618463,0.7786307925351426,-1.4102396382969888
0.2676057462658008,0.2624658149512997,0.005139931314501078
1.4555604900974117,0.03550012392774704,1.4200603661696647
2.826138926494181,0.118007888682775,2.7081310378114063
4.256911365659661,0.5026189363196684,3.754292429339993
5.620071166802973,1.1549771074213422,4.465094059381631
6.793851324720265,2.0168091894497957,4.777042135270469
7.673401553717028,3.0111302892698717,4.662271264447156
8.180154251358488,4.049120664372662,4.131033586985826
8.268842708401152,5.038059725946329,3.230782982454823
7.931544649113917,5.889608492929453,2.0419361561844642
7.19838990457454,6.527700650093578,0.670689254480962
6.134869004593753,6.895337325437975,-0.7604683208442218
4.835983103734421,6.959678629668504,-2.1236955259340835
3.417757811111784,6.714977145702816,-3.2972193345910323
2.0068789682846244,6.183091328321079,-4.1762123600364545
0.7293761803310588,5.411532953500416,-4.682156773169357
-0.30063503342520903,4.469223032968894,-4.769858066394103
-0.9911468388914955,3.440335305491933,-4.431482144383429
-1.2804778730031643,2.4167772474789238,-3.697255120482088
-1.1427830561834469,1.4899802518391472,-2.632763308022594
-0.5903622563291293,0.742732333958827,-1.3330945902879563
0.32743842175673876,0.24178292485019565,0.08565549690654312
1.5286345769416698,0.031880343275738535,1.4967542336659312
2.9059269341469474,0.13177456170488552,2.774152372442062
4.336286069026045,0.5325423271154395,3.8037437419106053
5.6919422600290375,1.1983842486103558,4.493558011418681
6.851798777098338,2.069822650387004,4.781976126711334
7.712249091908205,3.069014535377156,4.643234556531049
8.196431740473884,4.106705068339082,4.089726672134802
8.261096128816547,5.0902004444663795,3.1708956843501674
7.9004659797123225,5.931647950905888,1.9688180288064343
7.14675531033356,6.555883587949432,0.5908717223841284
6.067290850036102,6.907146245270449,-0.8398553952343475
4.758497944141993,6.954058675838888,-2.1955607316968946
