high,low
101,98
104.77731091023225,98
108.13914959894458,98
110.76487377959927,98
112.90403177129735,98
114.45148509543229,98
115.1642566915892,98
115.1642566915892,98
115.1642566915892,98
115.1642566915892,98
115.1642566915892,98
115.1642566915892,98
115.1642566915892,98
115.1642566915892,97.48620160125755
115.1642566915892,96.34710045689485
115.1642566915892,95.93821562552817
115.1642566915892,95.93821562552817
115.1642566915892,95.93821562552817
115.1642566915892,95.93821562552817
115.1642566915892,95.93821562552817
115.1642566915892,95.93821562552817
115.1642566915892,95.93821562552817
115.26697281350663,95.93821562552817
118.47543335247398,95.93821562552817
121.38046215528227,95.93821562552817
123.36781277048146,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
127.14038418498515,95.93821562552817
130.20955349568973,95.93821562552817
132.45313613345562,95.93821562552817
134.3228744433646,95.93821562552817
135.053120145851,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
135.065460892756,95.93821562552817
136.79793765689536,95.93821562552817
140.0546941334019,95.93821562552817
142.5489901806554,95.93821562552817
144.5932922665057,95.93821562552817
146.0756620034572,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
146.57143212166807,95.93821562552817
