open,high,low,close,volume,timestamp
100,106.64642473395035,100,106.64642473395035,6,0
109.33326909627483,112.47494986604055,109.33326909627483,112.47494986604055,10,1000
112.73847630878196,112.73847630878196,110.75463180551151,110.75463180551151,9,2000
108.7737988023383,108.7737988023383,103.92254305856751,103.92254305856751,8,3000
101.57479556705148,101.57479556705148,98.28424227586412,98.28424227586412,12,4000
97.72469882334903,99.24185317672267,97.72469882334903,99.24185317672267,6,5000
101.27235512444012,103.99314457402363,101.27235512444012,103.99314457402363,9,6000
107.20584501801073,114.11541363513378,107.20584501801073,114.11541363513378,6,7000
117.28439764388199,121.87999976774739,117.28439764388199,121.87999976774739,10,8000
122.98543345374605,123.19889810845086,122.5459890808828,122.5459890808828,9,9000
121.12969230082183,121.12969230082183,116.74454423507063,116.74454423507063,8,10000
114.2567321877702,114.2567321877702,110.00125312406458,110.00125312406458,12,11000
108.7030424002833,108.7030424002833,108.7030424002833,108.7030424002833,1,12000
108.19063769933508,108.55447411796011,108.19063769933508,108.55447411796011,5,17000
109.80671474335324,111.88016416080967,109.80671474335324,111.88016416080967,9,18000
114.63427081999565,121.33623047221137,114.63427081999565,121.33623047221137,6,19000
124.77474439137693,130.5378442655162,124.77474439137693,130.5378442655162,10,20000
132.43695669444105,133.65657776549278,132.43695669444105,133.65657776549278,9,21000
132.95746831142935,132.95746831142935,129.46740573130614,129.46740573130614,8,22000
127.07753652299444,127.07753652299444,122.27578013601534,122.27578013601534,12,23000
120.38214657630877,120.38214657630877,118.65934994918358,118.65934994918358,6,24000
