macd,signal,histogram
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
-1.6170719860735971,1.500164024608185,-3.1172360106817822
-1.8110912882781207,0.7195028747118108,-2.5305941629899316
-1.8452707394575754,0.10195898839150293,-1.9472297278490782
-1.716072306627396,-0.32692087563976685,-1.3891514309876292
-1.4346732374215065,-0.5546693329613017,-0.8800039044602048
-1.0259373247852466,-0.5834713070341307,-0.4424660177511158
-0.5261711695337112,-0.4303778464954234,-0.09579332303828786
0.020136026855652744,-0.1261456880307768,0.14628171488642955
0.5642993351436161,0.2871896583393011,0.277109676804315
1.0577965668451412,0.7597864292697514,0.29801013757538986
1.4566098084074781,1.238200619265313,0.21840918914216512
1.7251628040274198,1.6699422610752828,0.055220542952137075
1.839502921900234,2.007973561376469,-0.1684706394762352
1.789443805437287,2.214743964395463,-0.42530015895817597
1.579477565629361,2.265398875291415,-0.6859213096620542
1.228375220750749,2.1498728752067406,-0.9214976544559916
0.7675112171519203,1.8736781752986902,-1.10616695814677
0.23806180337069804,1.4573158589540616,-1.2192540555833635
-0.312672401544404,0.9343607144283145,-1.2470331159727186
-0.8354910914814582,0.3483891540511789,-1.1838802455326372
-1.2836887850950234,-0.2509767512648993,-1.032712033830124
-1.617226583615917,-0.8125569694939239,-0.8046696141219931
-1.8063084986285673,-1.288233135482608,-0.5180753631459594
-1.8340428681235323,-1.6372883893672954,-0.19675447875623697
-1.6979511102176872,-1.830080579970452,0.13212946975276485
-1.4101890313872332,-1.850721432146793,0.4405324007595599
-0.9964609123997974,-1.6985229798211636,0.7020620674213662
-0.4937233674083643,-1.3880826026717834,0.8943592352634191
0.053115920869160504,-0.9479995435999605,1.001115464469121
0.5952097011087858,-0.4183379684078186,1.0135476695166044
1.08413455566793,0.1529364569203635,0.9311980987475665
1.4762164373709936,0.7142278501482111,0.7619885872227825
1.7364319548996434,1.214907446421661,0.5215245084779825
1.8415369176520642,1.6098260805937719,0.23171083705829232
1.7821426772784434,1.863338527672966,-0.08119585039452248
1.5635547930883718,1.9524800419922983,-0.38892524890392655
1.2052991062978435,1.8690111906503595,-0.6637120843525159
0.7393775578306361,1.6201481890023488,-0.8807706311717127
0.20740955252853155,1.227913383823025,-1.0205038312944934
-0.34308577661769846,0.7271638031949601,-1.0702495798126586
-0.8629343098101288,0.1624737898491387,-1.0254080996592674
-1.3056995171492929,-0.41584989244900744,-0.8898496247002854
-1.631830494827824,-0.9562645862496053,-0.6755659085782186
-1.81219492903341,-1.4105982968693187,-0.40159663216409136
-1.830681398371837,-1.7383548371897037,-0.09232656118213334
-1.685638558851565,-1.9103330377091343,0.22469447885756932
-1.3900226532957447,-1.9112367655854312,0.5212141122896865
-0.9702401685862867,-1.7410426395104779,0.7708024709241912
-0.4637890227074877,-1.4150032943207012,0.9512142716132135
0.08409101268591712,-0.9622859278239085,1.0463769405098255
0.6244594464075419,-0.42336776528913134,1.0478272116966734
1.1090467761140985,0.15357888489338775,0.9554678912207107
