poc,vah,val
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
99.20664260675855,109.78096519309211,96.32273644684939
99.20664260675855,109.78096519309211,96.32273644684939
99.20664260675855,110.16548601441333,96.32273644684939
111.20793380403116,115.26697281350663,101.35026763816214
112.84112892073753,115.32022287070157,100.44565917091734
99.2457076743962,112.2212534045708,95.93821562552817
98.95547131147303,112.39597391250015,95.93821562552817
99.05667539186449,112.38100348439237,95.93821562552817
99.05667539186449,113.51498885396921,95.93821562552817
99.05667539186449,115.78295959312288,95.93821562552817
99.05667539186449,118.617923017065,95.93821562552817
121.16939009861288,124.2878498649492,101.60814247341237
121.16939009861288,124.2878498649492,101.60814247341237
121.16939009861288,124.2878498649492,102.74212784298922
121.16939009861288,124.2878498649492,106.14408395171974
121.16939009861288,124.2878498649492,108.97904737566185
121.23655053498203,124.2878498649492,109.30874406329224
121.38879268807125,124.2878498649492,109.00191202322907
109.14749691855383,121.40397311325484,106.02329710421827
109.36350164625273,120.82713143742538,106.11907812044915
109.24022995987262,119.82929581900058,106.45363368115474
109.33126399581253,119.6026542914847,106.26786689008574
121.2244527592224,124.2878498649492,111.67386178254478
121.2244527592224,124.2878498649492,111.67386178254478
121.50480451536231,124.63568210959723,111.2772710408616
121.35112945161626,124.46354871034478,110.09853674698238
121.71717574367396,124.59755536044466,108.88639381442273
108.79281756988084,122.53977127098749,106.26786689008574
109.43424474821992,122.3876087133143,106.26786689008574
109.43560223037947,123.54642329168789,106.26786689008574
109.43560223037947,127.00213457200832,106.26786689008574
131.89772555246228,135.065460892756,111.45143381056639
131.89772555246228,135.065460892756,111.45143381056639
131.89772555246228,135.065460892756,111.45143381056639
131.89772555246228,135.065460892756,112.6033375706732
131.89772555246228,135.065460892756,115.48309697094022
131.89772555246228,135.065460892756,118.93880825126065
131.89772555246228,135.065460892756,119.51476013131406
132.01353584575787,135.065460892756,120.08328338931068
131.76414005798847,135.065460892756,120.33649101456238
119.0239116217848,131.11001038758502,117.0461863691993
120.89419410535959,129.9122729700664,117.02930316334238
120.99548375288533,130.07863355204233,117.61156520025821
120.99548375288533,130.07863355204233,117.61156520025821
132.03774429303698,134.35305698693975,121.88598863515563
131.91229405450903,135.23453170413174,121.94558110564095
121.1312494979789,132.3029216321443,117.71134986507113
121.04940728734589,132.43153940733328,117.7612357860162
120.80929401984032,132.56460349807722,117.25536324735009
121.00200208564402,132.81832457564792,117.83176922247223
121.06645220101143,133.0860404394818,117.25536324735009
121.06645220101143,137.1902900818863,117.25536324735009
121.06645220101143,140.12189696931813,117.25536324735009
121.06645220101143,140.70821834680447,117.25536324735009
121.06645220101143,140.70821834680447,117.25536324735009
121.06645220101143,140.70821834680447,117.25536324735009
142.76034316800673,146.57143212166807,126.05018390964548
142.76034316800673,146.57143212166807,128.98179079707728
142.8511936045757,146.57143212166807,129.40110050431875
142.4585948739173,146.57143212166807,130.12008313066502
130.38432752933304,142.97429776781584,127.04413134361309
