ratio,ratio_ma,ratio_rsi
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
1.0077299254178438,1.001101527902105,47.00474897115976
1.003559685881568,1.0007446981455275,42.21484268569747
0.9985180859381477,1.0002751261704002,37.27015827002299
0.9939704667662251,0.9997982019505665,33.46270297105181
0.9910833902519574,0.9994273268055605,31.278098549084703
0.990502246423747,0.9992540934263401,30.841623878463228
0.9922340489872953,0.9993211596714497,33.806022560339
0.9957214216283135,0.9996071328594045,39.43581475626989
1.0000387841527627,1.0000289818095953,45.603850610987585
1.0041378444911326,1.0004626978291067,50.733986928910205
1.00708568262615,1.0007779007008082,54.087468988024625
1.0082543026755924,1.0008770628798267,55.38403097018546
1.0074333367234023,1.0007263691546702,54.225514464073825
1.0048523765354684,1.0003658284642574,50.63922332414034
1.0011170497011226,0.9998934801987772,45.90712318928487
0.997078442713023,0.999430534258167,41.40228806381883
0.9936629764587528,0.9990837407239245,38.00564422337914
0.9916885104698924,0.998920743845615,36.158825271795315
0.9916880220738206,0.9989639318328909,36.15835722195286
0.9937635130140252,0.9991968794464823,39.72879157857047
0.9975047852761326,0.9995733606099707,45.63145310471504
1.002022793844247,1.0000234586253944,51.773788755202204
1.0061407489734806,1.0004593132554458,56.58789735962104
1.0087304310462555,1.0007873551522404,59.33694500506314
1.009085854603015,1.0009302245791594,59.714004591000744
1.0071640602443972,1.0008523501197881,56.65490987131541
1.003572578812704,1.0005765816975956,51.359617958814646
0.9993254309005892,1.0001817998665328,45.896502386420586
0.9955061415675478,0.9997810207141345,41.61015116250623
0.9929825239913758,0.9994884550911597,39.017224670765955
0.992243597361587,0.9993870708699335,38.265326899884144
0.9933544098246885,0.9995060636809904,40.133054899144334
0.9959928264797866,0.999813549709988,44.43323743045732
0.9995364808927122,1.0002259045584656,49.662976161858325
1.0031837526854632,1.0006315450877035,54.41806966080533
1.0061021795899932,1.0009229297838282,57.84924023988153
1.0075947443581947,1.001026786597022,59.527201315188215
1.007261226244084,1.0009218433968667,58.96236540907548
1.005116793199719,1.000638339010917,55.327207110391086
1.0016250204350823,1.0002426933102517,49.929337394341594
0.9976165148984415,0.9998172601735186,44.555260949615615
0.9940965773656751,0.9994437706353104,40.43914883953237
0.9919840916744096,0.9991921956429434,38.160656641948364
0.9918531076899305,0.999111523049983,38.01762253824275
0.9937568987522472,0.9992196160064587,41.452549579003154
0.9971973140661597,0.9994941091665639,47.152250363023654
1.0012608848264895,0.9998703990484712,52.97531490233398
1.0048854290532758,1.0002524667742259,57.47610165041397
1.007167955358867,1.000537052679469,60.06807122484348
1.007606174744058,1.0006444809047594,60.56505085696511
1.0061978455976288,1.0005447024218619,58.064000021934916
1.0033872093786016,1.0002679869314701,53.330711631168185
0.999905938746761,0.9998957830419731,48.1004546511982
0.9965777326437868,0.9995352624854521,43.689064180203566
0.9941415893444104,0.9992870535173071,40.74354133683618
0.9931200668599705,0.9992173027668997,39.53974424051918
0.9937361152841923,0.9993424473104557,40.678056703575464
0.9958741083421865,0.9996296616427597,44.57792898526234
0.9990855848140147,1.000010282075743,49.90526661382926
1.0026500784819516,1.0003997652482997,55.06780072153848
1.0057051809905053,1.0007172149743007,58.97061999832174
1.0074459357507306,1.0009001083098332,61.04677907809826
1.007357474771272,1.0009136454107193,60.87819123715923
1.0054020814723927,1.0007562101770289,57.12292288138808
1.0020691777024513,1.0004613053273732,51.31288450153303
0.9982432499438905,1.0000938796534653,45.581543117736
