level_1272,level_1414,level_1618,level_2000,level_2618
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
90.70873245555957,87.97863462417891,84.05652224670246,76.71217455946714,64.83048118064143
131.9989503780717,136.0245984400695,141.8079238249114,152.63748410437023,170.15755806433242
131.9989503780717,136.0245984400695,141.8079238249114,152.63748410437023,170.15755806433242
131.9989503780717,136.0245984400695,141.8079238249114,152.63748410437023,170.15755806433242
131.9989503780717,136.0245984400695,141.8079238249114,152.63748410437023,170.15755806433242
131.9989503780717,136.0245984400695,141.8079238249114,152.63748410437023,170.15755806433242
131.9989503780717,136.0245984400695,141.8079238249114,152.63748410437023,170.15755806433242
131.9989503780717,136.0245984400695,141.8079238249114,152.63748410437023,170.15755806433242
131.9989503780717,136.0245984400695,141.8079238249114,152.63748410437023,170.15755806433242
131.9989503780717,136.0245984400695,141.8079238249114,152.63748410437023,170.15755806433242
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
101.36643152092289,98.80759393849227,95.13151741162012,88.24788391522229,77.11153443675667
142.8984064614823,146.98766480986149,152.86237398640623,163.86305489542625,181.65996798907645
142.8984064614823,146.98766480986149,152.86237398640623,163.86305489542625,181.65996798907645
142.8984064614823,146.98766480986149,152.86237398640623,163.86305489542625,181.65996798907645
142.8984064614823,146.98766480986149,152.86237398640623,163.86305489542625,181.65996798907645
142.8984064614823,146.98766480986149,152.86237398640623,163.86305489542625,181.65996798907645
142.8984064614823,146.98766480986149,152.86237398640623,163.86305489542625,181.65996798907645
142.8984064614823,146.98766480986149,152.86237398640623,163.86305489542625,181.65996798907645
142.8984064614823,146.98766480986149,152.86237398640623,163.86305489542625,181.65996798907645
142.8984064614823,146.98766480986149,152.86237398640623,163.86305489542625,181.65996798907645
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
112.41101668779969,109.88198282215205,106.24872290248923,99.44526560194419,88.43862525708334
154.54540285548256,158.70828463563572,164.68876268599658,175.88750099598604,194.00483156031456
154.54540285548256,158.70828463563572,164.68876268599658,175.88750099598604,194.00483156031456
154.54540285548256,158.70828463563572,164.68876268599658,175.88750099598604,194.00483156031456
154.54540285548256,158.70828463563572,164.68876268599658,175.88750099598604,194.00483156031456
154.54540285548256,158.70828463563572,164.68876268599658,175.88750099598604,194.00483156031456
154.54540285548256,158.70828463563572,164.68876268599658,175.88750099598604,194.00483156031456
154.54540285548256,158.70828463563572,164.68876268599658,175.88750099598604,194.00483156031456
154.54540285548256,158.70828463563572,164.68876268599658,175.88750099598604,194.00483156031456
