upper,lower
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,95.93821562552817
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
124.2878498649492,106.26786689008574
135.065460892756,106.26786689008574
135.065460892756,106.26786689008574
135.065460892756,106.26786689008574
135.065460892756,106.26786689008574
135.065460892756,106.26786689008574
135.065460892756,106.26786689008574
135.065460892756,106.26786689008574
135.065460892756,106.26786689008574
135.065460892756,106.26786689008574
135.065460892756,117.25536324735009
135.065460892756,117.25536324735009
135.065460892756,117.25536324735009
135.065460892756,117.25536324735009
135.065460892756,117.25536324735009
135.065460892756,117.25536324735009
135.065460892756,117.25536324735009
135.065460892756,117.25536324735009
135.065460892756,117.25536324735009
