high,low
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
0.2757733942415474,1.629314199624769
0.427748063938668,1.6669797840547989
0.6174925320561553,1.6407188129968209
0.8452725918619838,1.535180131125498
1.011021171858788,1.3693403989082933
1.0699210405964272,1.119625290960141
1.2099899676762764,0.8770669138079676
1.3282711840455428,0.6008692047892564
1.43579834954138,0.22699369312777246
1.5499726451391505,0
1.7062670301553269,0
1.8416141781910238,0.14266072213772601
1.9103548241946915,0.3534397685716233
1.9233692327196195,0.521881075429243
1.9037734630335992,0.7241447501755156
1.8578133313777794,0.7916822564390663
1.7495422383596309,0.8984680464385588
1.5356111724614936,1.0377791966575602
1.2333142538419022,1.197450496976752
0.9358916681647302,1.377805223353616
0.5895053201499589,1.5338462257735272
0.2665724218420426,1.6411603623247266
0.37283193074424276,1.7214438078555536
0.5279124580191474,1.7335930750923474
0.6625731384817136,1.6433225690048685
0.8939989384697611,1.4479019319929696
1.1657415160570856,1.1842031382849474
1.2986147779980761,0.8628722245670367
1.4751765698076813,0.5395494584388033
1.6370396787001467,0.22110929538012367
1.7360559087473422,0.005401927506651215
1.8107889645722839,0.06616026985465275
1.8743388015057378,0.11134487144682874
1.945590693518609,0.2558013893298594
1.9681531545363877,0.5382588969776698
1.9316761069946247,0.7044151176584581
1.8368895925316824,0.9336355182202363
1.6998482780471198,0.9909528578417941
1.504586535795322,1.0748980346767014
1.1846716407534315,1.1553916506281556
0.8005505081559039,1.2432701769351933
0.44495793297841724,1.3646644368417582
0.25348096967871175,1.5020620027313245
0.4575568881621944,1.5302054965840841
0.6379054525865001,1.483206553876074
0.8725748638252414,1.3883341334062202
0.9837440721738692,1.2625624784832126
1.075605453235118,1.0831195909596478
1.2416927832805025,0.8621626273068108
1.4063204374534086,0.54544535905275
1.5758479722112766,0.19156184139127597
1.7560448224406398,0
1.8902694483644193,0.03206410662548344
1.9909334118413577,0.05611624143124929
2.0807569303124342,0.1368074216160836
2.132222303772162,0.39013467833361104
2.082942113110168,0.6177109701108836
1.9525086379896446,0.8582102281053895
1.761614661991482,1.1637517545354519
1.485824585423677,1.2930812003416574
1.2039183316924096,1.4541173080356307
0.8819558916296799,1.5464208655974316
0.5103663581955813,1.5964515261157233
0.2910050135429706,1.628405011479901
0.4635285683459588,1.6681736254351427
0.6593233463675716,1.6257037463088087
0.8676850931168578,1.5077054765646871
