macd,signal,histogram
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
3.553825374871522,4.7567646581597245,-1.2029392832882024
2.8208654161048656,4.369584809748753,-1.5487193936438874
2.1109014543067843,3.9178481386603594,-1.806946684353575
1.4897304373886868,3.4322245984060253,-1.9424941610173385
1.0151049910054155,2.9488006769259036,-1.9336956859204881
0.7315731385597957,2.5053551692526823,-1.7737820306928866
0.6664991548332893,2.137583966368804,-1.4710848115355146
0.8276206486027746,1.8755913028155982,-1.0479706542128235
1.2023598043004569,1.74094500311257,-0.5385851988121131
1.7589500704087442,1.744546016571805,0.014404053836939212
2.449277456832604,1.885492304623965,0.563785152208639
3.2131824784813148,2.1510303393954353,1.0621521390858795
3.9838383370451567,2.5175919389253796,1.466246398119777
4.693724820711168,2.9528185152825377,1.7409063054286302
5.280664208546995,3.418387653935429,1.8622765546115656
5.693379944743711,3.8733861120970854,1.8199938326466256
5.896081491642136,4.277925188006096,1.6181563036360398
5.871665770714699,4.596673304547816,1.274992466166883
5.623249186369037,4.801988480912061,0.821260705456976
5.17389335937969,4.876369456605587,0.29752390277410345
4.564549053715282,4.814005376027526,-0.2494563223122439
3.8504019492156516,4.621284690665152,-0.7708827414495003
3.0959466751243525,4.316217087556993,-1.2202704124326402
2.369229123514458,3.926819494748486,-1.5575903712340278
1.735771359392487,3.488609867677286,-1.7528385082847988
1.252721799050505,3.0414322539519296,-1.7887104549014246
0.9637532073126067,2.6258964446240656,-1.6621432373114589
0.8951642651140048,2.2797500087220537,-1.3845857436080489
1.0535329484060725,2.0345065966588574,-0.9809736482527849
1.4251313413431745,1.9126315455957208,-0.48750020425254625
1.9771541634642489,1.9255360691694265,0.051618094294822336
2.6606512771767967,2.072559110770901,0.5880921664058958
3.414902230493496,2.34102773471542,1.073874495778076
4.17284207727586,2.707390603227508,1.4654514740483515
4.867053809684606,3.139323244518928,1.727730565165678
5.4357921236225195,3.5986170203396464,1.8371751032828731
5.828500438890558,4.044593704049829,1.7839067348407287
6.010328361604678,4.437740635560799,1.5725877260438788
5.965246063689932,4.743241721186626,1.2220043425033058
5.697477387222705,4.934088854393842,0.7633885328288628
5.231123664416998,4.9934958163984735,0.23762784801852455
4.608011861752942,4.916399025469367,-0.30838716371642505
3.883959272298,4.709911074835094,-0.8259518025370935
3.123788425025225,4.39268654487312,-1.2688981198478952
2.395537519050208,3.993256739708538,-1.59771922065833
1.764383551803462,3.547482102127523,-1.7830985503240608
1.286820974089835,3.0953498765199856,-1.8085289024301505
