upper,middle,lower,stddev
99.66666666666667,99.66666666666667,99.66666666666667,0
104.92770232875726,101.43186355934736,97.93602478993746,1.747919384704947
108.69244982933635,103.1418467346444,97.59124363995245,2.7753015473459763
111.93189932087338,104.7252425143504,97.51858570782741,3.6033284032614903
114.53906435593657,106.1165881460107,97.69411193608482,4.21123810496294
116.41520043515654,107.26197807148024,98.10875570780395,4.576611181838145
117.52564075193419,108.12392454778578,98.72220834363736,4.700858102074204
117.92333610215232,108.68473286603445,99.44612962991658,4.6193016180589375
117.7606807047842,108.94788218474959,100.13508366471497,4.406399260017311
117.28431319186278,108.93719496319888,100.59007673453497,4.173559114331951
116.78832468727512,108.69391423356728,100.59950377985945,4.047205226853917
116.50241704987214,108.27212140087826,100.04182575188439,4.115147824496935
116.47968589146122,107.73315655203712,98.98662721261302,4.37326466971205
116.61270359672528,107.13980697732005,97.66691035791482,4.7364483097026175
116.7488357907592,106.55099511684338,96.35315444292756,5.098920336957912
116.77550085569091,106.01754191953434,95.25958298337777,5.378979468078283
116.64416907064873,105.574488719377,94.50480836810527,5.534840175635865
116.36170781621097,105.24403046718167,94.12635311815238,5.558838674514649
115.99977207847725,105.05322602896521,94.10667997945318,5.473273024756016
115.6896249875785,105.01668973808684,94.34375448859518,5.336467624745832
115.60136018812568,105.13625480053574,94.6711494129458,5.2325526937949745
115.89796439968875,105.40178194132667,94.9055994829646,5.248091229181034
116.66684724726828,105.79291824018027,94.91898923309226,5.436964503544002
117.87174831705521,106.28153478326098,94.69132124946675,5.795106766897115
119.37005490301851,106.8345512390494,94.2990475750803,6.267751831984558
120.97540508158616,107.41687731587022,93.85834955015429,6.77926388285797
122.51333955125986,107.99424420127528,93.4751488512907,7.259547674992294
123.85005787017836,108.53574454861607,93.22143122705377,7.657156660781145
124.90191302624923,109.01593726593835,93.12996150562746,7.942987880155444
125.63536429903573,109.41640368389326,93.1974430687508,8.109480307571229
126.06166756363733,109.72667224007037,93.39167691650341,8.16749766178348
126.2271921251004,109.94446831076804,93.66174449643569,8.141361907166182
126.19889917929927,110.07829451614217,93.95768985298506,8.060302331578551
126.04128231547755,110.13781541771121,94.23434851994487,7.95173344888317
125.81343590191369,110.13654676966519,94.45965763741668,7.838444566124254
125.55886147376297,110.09446794810344,94.63007442244391,7.732196762829766
125.30206671175694,110.03604107972295,94.77001544768896,7.6330128160169926
125.05710659208123,109.98753674805293,94.91796690402464,7.534784922014145
124.84365683556213,109.97402298898916,95.1043891424162,7.434816923286481
124.70178127081158,110.01646326126958,95.33114525172758,7.342659004770997
124.69641213938509,110.12936768851321,95.56232323764134,7.283522225435941
124.90575483614622,110.3193480654346,95.73294129472298,7.293203385355809
125.3945307435567,110.58476263894984,95.77499453434298,7.404884052303431
126.18348301062284,110.91644060152191,95.64939819242099,7.633521204550461
127.23354419335044,111.29929375327781,95.36504331320518,7.9671252200363165
128.45509158828298,111.71449283739535,94.97389408650771,8.37029937544382
129.7348038323493,112.14183166129912,94.54885949024896,8.79648608552508
130.9639831788314,112.56192604713692,94.15986891544246,9.201028565847233
132.09477571231469,112.97175975899732,93.84874380567994,9.561507976658687
133.06323373058743,113.35701680111218,93.65079987163692,9.853108464737629
133.82942039783381,113.70418291569361,93.57894543355341,10.062618741070096
134.38352146473844,114.00382059125782,93.6241197177772,10.189850436740306
134.7408267598605,114.25128187847953,93.76173699709857,10.244772440690484
134.93379842260276,114.44692254399718,93.96004666539159,10.243437939302797
135.00316845719325,114.59582753713788,94.1884866170825,10.20367046002769
134.99008842670054,114.7071101701647,94.42413191362884,10.141489128267928
134.9311031550162,114.79288203685903,94.65466091870186,10.069110559078577
134.85691559183527,114.86700832886703,94.87710106589878,9.99495363148412
134.79463700029135,114.94376872046716,95.09290044064296,9.925434139912097
134.77190241713117,115.03654251078156,95.30118260443196,9.8676799531748
134.82039542513044,115.15663068517348,95.49286594521652,9.831882369978477
134.97630784302643,115.31231596451593,95.64832408600545,9.831995939255245
135.27619921325285,115.50824177852618,95.74028434379953,9.883978717363329
135.75170333853123,115.74673529012442,95.7417672417176,10.00248402420341
136.43710612804048,116.03442015889954,95.63173418975859,10.201342984570472
137.3286863495315,116.3670235505417,95.40536075155191,10.4808313994949
138.3892072886501,116.73595465861784,95.08270202858559,10.82662631501613
139.55218953884582,117.12895426065779,94.70571898246976,11.211617639094012
140.73468751689686,117.53127179630779,94.32785607571871,11.601707860294537
141.8537337248076,117.92724246665307,94.00075120849854,11.963245629077264
142.84120096441205,118.30204758751894,93.76289421062583,12.269576688446557
143.6535583378241,118.64339224639716,93.63322615497022,12.50508304571347
144.27516381041036,118.94283972962147,93.61051564883259,12.666162040394441
144.7155226374697,119.19660258528437,93.67768253309906,12.759460026092654
145.0022544018755,119.40569147139973,93.80912854092396,12.798281465237883
145.17232962143504,119.57544065225957,93.9785516830841,12.798444484587737
145.264266509435,119.71453548143947,94.16480445344392,12.774865513997774
145.31325451675247,119.83373933276083,94.35422414876919,12.739757591995817
145.3497752723801,119.94454255354819,94.53930983471629,12.70261635941595
145.4017342845156,120.060012943307,94.71829160209839,12.670860670604302
