level_618,level_1000,level_1618,level_2618
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
112.40615648612348,105.06180879888817,93.18011542006245,73.95407435400142
112.40615648612348,105.06180879888817,93.18011542006245,73.95407435400142
112.40615648612348,105.06180879888817,93.18011542006245,73.95407435400142
112.40615648612348,105.06180879888817,93.18011542006245,73.95407435400142
112.40615648612348,105.06180879888817,93.18011542006245,73.95407435400142
112.40615648612348,105.06180879888817,93.18011542006245,73.95407435400142
112.40615648612348,105.06180879888817,93.18011542006245,73.95407435400142
112.40615648612348,105.06180879888817,93.18011542006245,73.95407435400142
112.40615648612348,105.06180879888817,93.18011542006245,73.95407435400142
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.78794085004793,134.61750112950676,152.13757508946895,180.48720932888997
123.92911141429038,117.04547791789254,105.90912843942692,87.88914546456348
123.92911141429038,117.04547791789254,105.90912843942692,87.88914546456348
123.92911141429038,117.04547791789254,105.90912843942692,87.88914546456348
123.92911141429038,117.04547791789254,105.90912843942692,87.88914546456348
123.92911141429038,117.04547791789254,105.90912843942692,87.88914546456348
123.92911141429038,117.04547791789254,105.90912843942692,87.88914546456348
123.92911141429038,117.04547791789254,105.90912843942692,87.88914546456348
123.92911141429038,117.04547791789254,105.90912843942692,87.88914546456348
123.92911141429038,117.04547791789254,105.90912843942692,87.88914546456348
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.0522763410003,146.05295725002034,163.84987034367055,192.64746434634083
135.56479177680723,128.76133447626216,117.75469413140131,99.94459648599542
135.56479177680723,128.76133447626216,117.75469413140131,99.94459648599542
135.56479177680723,128.76133447626216,117.75469413140131,99.94459648599542
135.56479177680723,128.76133447626216,117.75469413140131,99.94459648599542
135.56479177680723,128.76133447626216,117.75469413140131,99.94459648599542
135.56479177680723,128.76133447626216,117.75469413140131,99.94459648599542
135.56479177680723,128.76133447626216,117.75469413140131,99.94459648599542
135.56479177680723,128.76133447626216,117.75469413140131,99.94459648599542
