bars



99,110.76487377959927,98,109.33326909627483,3,1


111.7365376962194,115.1642566915892,110.1528967845943,112.73847630878196,3,1


113.06855035377954,114.55977666009171,107.76539185209613,108.7737988023383,3,-1


106.12753789513545,107.73969337995807,99.18732582635697,101.57479556705148,3,-1


98.64575078243223,100.78188758933494,95.93821562552817,97.72469882334903,3,-1


98.18385394545021,103.20029690993537,96.54876504706593,101.27235512444012,3,1


104.99031673022002,112.56654934841096,102.65835969292533,110.6681390048435,3,1


114.11098793714572,121.38046215528227,112.95942875877287,119.93667863849153,3,1


120.88220148856881,124.2878498649492,119.39438848583472,123.19889810845086,3,1


122.40925186267498,123.88697089091687,117.70285703314954,119.12118485241757,3,-1


117.72299769788953,118.8665240235534,110.47704737833695,111.92464106224679,3,-1


110.27641646211617,111.76231568498811,106.49671695482826,108.19063769933508,3,-1


107.61494922421186,113.29382811110736,106.26786689008574,111.88016416080967,3,1


114.22618875818226,123.33523703654073,113.09073586402833,121.33623047221137,3,1


125.65653611891825,132.45313613345562,123.29089632531003,130.5378442655162,3,1


132.96978971477444,135.065460892756,131.08387196585088,133.65657776549278,3,1


132.1510588175171,134.08480947785137,127.07925728332546,129.46740573130614,3,-1


126.4306172006658,128.5591966352313,121.2254215875191,122.27578013601534,3,-1


121.09703354508844,122.45602084147426,117.25536324735009,118.65934994918358,3,-1


119.82146372498268,123.94838830624106,117.95421275941922,122.49012753228324,3,1


124.66785812762632,133.06294250948164,123.18852214765032,132.0042268780681,3,1


134.59892592769242,142.5489901806554,133.234137558996,141.13673737507105,3,1


143.48228026040917,146.57143212166807,141.8802335303824,144.11152724502116,3,1


144.27024859045207,145.7471249168318,138.7454488027266,139.81250491654941,3,-1


137.04703875358243,138.78071046739933,130.25415962109273,132.6282548753949,3,-1


129.80997879551026,131.86785162975886,127.39947545719488,129.13084441879352,3,-1

