bars

100,103.4552020666134,1
103.4552020666134,106.64642473395035,1
106.64642473395035,109.33326909627483,1
109.33326909627483,111.32039085967226,1
111.32039085967226,112.47494986604055,1
112.47494986604055,112.73847630878196,1


112.73847630878196,108.7737988023383,-1
108.7737988023383,106.41120008059868,-1
106.41120008059868,103.92254305856751,-1
103.92254305856751,101.57479556705148,-1
101.57479556705148,99.62233840816026,-1
99.62233840816026,98.28424227586412,-1
98.28424227586412,97.72469882334903,-1



97.72469882334903,103.99314457402363,1
103.99314457402363,107.20584501801073,1
107.20584501801073,110.6681390048435,1
110.6681390048435,114.11541363513378,1
114.11541363513378,117.28439764388199,1
117.28439764388199,119.93667863849153,1
119.93667863849153,121.87999976774739,1
121.87999976774739,122.98543345374605,1
122.98543345374605,123.19889810845086,1


123.19889810845086,119.12118485241757,-1
119.12118485241757,116.74454423507063,-1
116.74454423507063,114.2567321877702,-1
114.2567321877702,111.92464106224679,-1
111.92464106224679,110.00125312406458,-1
110.00125312406458,108.7030424002833,-1
108.7030424002833,108.19063769933508,-1



108.19063769933508,114.63427081999565,1
114.63427081999565,117.86768208634197,1
117.86768208634197,121.33623047221137,1
121.33623047221137,124.77474439137693,1
124.77474439137693,127.92073514707224,1
127.92073514707224,130.5378442655162,1
130.5378442655162,132.43695669444105,1
132.43695669444105,133.49309388747918,1
133.49309388747918,133.65657776549278,1


133.65657776549278,129.46740573130614,-1
129.46740573130614,127.07753652299444,-1
127.07753652299444,124.59141418625812,-1
124.59141418625812,122.27578013601534,-1
122.27578013601534,120.38214657630877,-1
120.38214657630877,119.12432966418496,-1
119.12432966418496,118.65934994918358,-1


118.65934994918358,122.49012753228324,1
122.49012753228324,125.27691410373268,1
125.27691410373268,128.53026338263376,1
128.53026338263376,132.0042268780681,1
132.0042268780681,135.43314928819893,1
135.43314928819893,138.555398697196,1
138.555398697196,141.13673737507105,1
141.13673737507105,142.99124553647894,1
142.99124553647894,143.9979290014267,1
143.9979290014267,144.11152724502116,1


144.11152724502116,139.81250491654941,-1
139.81250491654941,137.41022416199849,-1
137.41022416199849,134.9266357939324,-1
134.9266357939324,132.6282548753949,-1
132.6282548753949,130.76505243955756,-1
130.76505243955756,129.54812632180318,-1
129.54812632180318,129.13084441879352,-1

