upper,middle,lower
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
119.68877290115522,111.92763996530223,104.16650702944925
119.95803096115085,112.18594293044396,104.41385489973706
119.17956350027117,111.579227971455,103.97889244263882
117.58028788866766,110.2116460201351,102.84300415160256
115.7157688229306,108.26414601945635,100.8125232159821
113.70274128815872,105.97523290996338,98.24772453176804
111.59148367648376,103.61498585739903,95.6384880383143
109.46106536364826,101.45589752849165,93.45072969333503
107.54177422837834,99.744419526454,91.94706482452965
106.28204238866608,98.67678662192901,91.07153085519194
105.79337600475469,98.38182027242007,90.97026454008545
106.18497667366428,98.91217204168551,91.63936740970674
107.60893509218141,100.24411862671026,92.87930216123911
110.04116864067348,102.28482695973301,94.52848527879254
113.11835287049863,104.88518124371794,96.65200961693725
116.4445503391588,107.85591627894672,99.26728221873465
119.66056619479444,110.98492734070891,102.30928848662337
122.73609349334045,114.05411169916994,105.37212990499943
125.46675566920727,116.85475284237532,108.24275001554336
127.71805738190567,119.20107659186493,110.6840958018242
129.24579159941487,120.9420138925638,112.63823618571276
129.84463869138517,121.97130255662236,114.09796642185954
129.7897732088316,122.23585628238462,114.68193935593764
129.17319732234387,121.74192833606801,114.31065934979215
127.95535710644951,120.55817124638594,113.16098538632237
126.16064032449377,118.81443331786477,111.46822631123577
124.04525292584705,116.69519266620472,109.34513240656239
121.80694463715056,114.42698304047622,107.04702144380187
119.55974205320581,112.25997863861232,104.96021522401884
117.50568567673326,110.4449371922459,103.38418870775854
116.03909758514934,109.20773466108315,102.37637173701697
115.61816785985854,108.72451690723025,101.83086595460196
116.14777522224618,109.10083172226064,102.05388822227509
117.43328307619454,110.35786211323284,103.28244115027114
119.60400205885249,112.42805278964533,105.25210352043818
122.6032098656448,115.16112803254006,107.71904619943533
126.28105330513108,118.33996746241309,110.39888161969509
130.16929585508362,121.70432121481855,113.23934657455348
133.78768346870868,124.97918831867783,116.17069316864696
136.74917747586767,127.90406706544596,119.05895665502425
138.92227778593627,130.25931738333242,121.59635698072856
140.1856741645651,131.88652318440487,123.58737220424463
140.7406820315386,132.700853973726,124.6610259159134
140.46063841745726,132.69475956025894,124.92888070306063
139.63576726314676,131.93361851227115,124.23146976139553
138.41069313764635,130.54495960311132,122.6792260685763
136.7364708178502,128.7034281759981,120.67038553414604
134.63354342134116,126.61373199439691,118.59392056745267
132.329282117968,124.49344586666177,116.65760961535555
130.25419271117806,122.55694404961523,114.85969538805237
128.7301881022123,121.00107116795235,113.27195423369237
127.69835700418832,119.99265143785473,112.28694587152114
127.11586538593342,119.65770507152237,112.19954475711133
127.28239191523106,120.07232682196711,112.86226172870316
128.45677805469956,121.25551860214391,114.05425914958826
130.55610728332792,123.16470702358724,115.77330676384656
133.32432015573448,125.6950281434764,118.06573613121833
136.51799385864285,128.68354952617938,120.84910519371591
140.00418183078597,131.91931218043806,123.83444253009016
143.40972978817965,135.15940013210917,126.90907047603869
146.36301881669988,138.15028154479393,129.93754427288798
148.67967886333503,140.65260266129147,132.6255264592479
150.29187259203476,142.46669421048986,134.64151582894496
151.283215671515,143.45550176566366,135.62778785981232
151.3732406074288,143.56164444302738,135.75004827862594
150.40401172981018,142.81589900452497,135.22778627923975
148.7335621948936,141.33552924214177,133.93749628938994
146.83521760827412,139.31234580066746,131.7894739930608
144.79686145760581,136.99192178864237,129.18698211967893
142.67165603847315,134.6467145585503,126.62177307862741
140.54553304690924,132.54670455837936,124.5478760698495
138.693049423447,130.93140388844728,123.16975835344755
137.55269269227563,129.98668366489375,122.42067463751188
137.2216847295217,129.82892538370828,122.43616603789485
