open,high,low,close,volume,timestamp
99,101,98,100,1000,0
102.57761950472302,104.77731091023225,101.25551066110417,103.4552020666134,1019.8669330795061,1
106.10612242808222,108.13914959894458,104.61339756308799,106.64642473395035,1038.941834230865,2
109.26253189460714,110.76487377959927,107.8309272112827,109.33326909627483,1056.4642473395036,3
111.7365376962194,112.90403177129735,110.1528967845943,111.32039085967226,1071.7356090899523,4
113.27609348158748,114.45148509543229,111.29955825219574,112.47494986604055,1084.1470984807897,5
113.7284688053824,115.1642566915892,111.30268842257516,112.73847630878196,1093.2039085967226,6
113.06855035377954,114.55977666009171,110.64086736017657,112.13209366648874,1098.544972998846,7
111.40827542637513,112.72390874531129,109.43899848657534,110.75463180551151,1099.9573603041506,8
108.98459460176909,109.99300155201126,107.76539185209613,108.7737988023383,1097.3847630878195,9
106.12753789513545,107.73969337995807,104.79904459577605,106.41120008059868,1090.929742682568,10
103.21387328427625,105.41662717550601,101.71978916733775,103.92254305856751,1080.849640381959,11
100.61462528040111,103.00209502109563,99.18732582635697,101.57479556705148,1067.546318055115,12
98.64575078243223,100.78188758933494,97.48620160125755,99.62233840816026,1051.5501371821465,13
97.53034002152081,99.46748184049008,96.34710045689485,98.28424227586412,1033.4988150155905,14
97.378063505514,99.16454670333486,95.93821562552817,97.72469882334903,1014.1120008059867,15
98.18385394545021,99.67344281002588,96.54876504706593,98.0383539116416,1005.837414342758,16
99.8438650794075,101.15293363552601,97.93278462060415,99.24185317672267,1025.5541102026832,17
102.1834853863248,103.20029690993537,100.25554360082955,101.27235512444012,1044.2520443294852,18
104.99031673022002,106.32510161131832,102.65835969292533,103.99314457402363,1061.185789094272,19
108.04491654708718,109.54022022493461,105.7105413401633,107.20584501801073,1075.680249530793,20
111.14367593283949,112.56654934841096,109.24526558927202,110.6681390048435,1087.157577241359,21
114.11098793714572,115.26697281350663,112.95942875877287,114.11541363513378,1095.1602073889517,22
116.80109288512898,118.47543335247398,115.61005717653698,117.28439764388199,1099.3691003633464,23
119.09282467975903,121.38046215528227,117.64904116296829,119.93667863849153,1099.616460883584,24
120.88220148856881,123.36781277048146,119.39438848583472,121.87999976774739,1095.8924274663138,25
122.07798667229586,124.2878498649492,120.77557026109272,122.98543345374605,1088.3454655720152,26
122.60397744514097,124.22410945235427,121.57876610123756,123.19889810845086,1077.2764487555987,27
122.40925186267498,123.88697089091687,121.06827005264091,122.5459890808828,1063.126663787232,28
121.48461656761053,122.98099977052848,119.63330909790388,121.12969230082183,1046.4602179413757,29
119.8808727652764,121.29920058454442,117.70285703314954,119.12118485241757,1027.9415498198925,30
117.72299769788953,118.8665240235534,115.60101790940676,116.74454423507063,1008.3089402817496,31
115.21439166809358,116.4131695096543,113.05795434620948,114.2567321877702,1011.6549204850494,32
112.6270381197495,114.07463180365934,110.47704737833695,111.92464106224679,1031.154136351338,33
110.27641646211617,111.76231568498811,108.51535390119264,110.00125312406458,1049.4113351138608,34
108.48360243707184,109.99872116521585,107.18792367213928,108.7030424002833,1065.6986598718788,35
107.530320991091,109.22424173559783,106.49671695482826,108.19063769933508,1079.3667863849153,36
107.61494922421186,109.90155645208623,106.26786689008574,108.55447411796011,1089.8708095811626,37
108.81801012516657,111.30403713029216,107.32068773822765,109.80671474335324,1096.7919672031487,38
111.08434919099572,113.29382811110736,109.67068524069803,111.88016416080967,1099.8543345374605,39
114.22618875818226,115.76972371414958,113.09073586402833,114.63427081999565,1098.9358246623383,40
117.94724565362051,119.15370942824079,116.6612183117217,117.86768208634197,1094.0730556679773,41
121.88395973243564,123.33523703654073,119.88495316810628,121.33623047221137,1085.459890808828,42
125.65653611891825,127.14038418498515,123.29089632531003,124.77474439137693,1073.4397097874114,43
128.92069597346688,130.20955349568973,126.63187762484937,127.92073514707224,1058.4917192891762,44
131.41114890560974,132.45313613345562,129.49585703767033,130.5378442655162,1041.2118485241756,45
132.96978971477444,134.3228744433646,131.08387196585088,132.43695669444105,1022.2889914100246,46
133.5549991814736,135.053120145851,131.99497292310176,133.49309388747918,1002.4775425453357,47
133.2323987581558,135.065460892756,131.8235156308926,133.65657776549278,1017.4326781222982,48
132.1510588175171,134.08480947785137,131.0237176510951,132.95746831142935,1036.647912925193,49
130.5116755897077,132.71696973631924,129.29758425495962,131.50287840157117,1054.402111088937,50
128.53409061924222,130.9222390672229,127.07925728332546,129.46740573130614,1069.9874687593544,51
126.4306172006658,128.5591966352313,124.94895708842891,127.07753652299444,1082.7826469085653,52
124.38927906587094,125.87336879788326,123.1073244542458,124.59141418625812,1092.2775421612807,53
122.56791894474918,123.61827749324543,121.2254215875191,122.27578013601534,1098.093623006649,54
121.09703354508844,122.45602084147426,119.02315927992295,120.38214657630877,1099.9990206550704,55
120.08693553049852,121.58571423995242,117.62555095473105,119.12432966418496,1097.9177729151318,56
119.63399522490424,121.03798192673773,117.25536324735009,118.65934994918358,1091.9328525664675,57
119.82146372498268,120.94065716085713,117.95421275941922,119.07340619529367,1082.2828594968707,58
120.7124947130592,121.93415307848436,119.152517136663,120.37417550208815,1069.3525084777123,59
122.33587608239566,123.94838830624106,120.87761530843784,122.49012753228324,1053.6572918000436,60
124.66785812762632,126.75625008370868,123.18852214765032,125.27691410373268,1035.8229282236828,61
127.61552102482923,129.80523536741393,126.34054904004905,128.53026338263376,1016.5604175448309,62
131.00775897051096,133.06294250948164,129.94904333909741,132.0042268780681,1003.3623047221139,63
134.59892592769242,136.79793765689536,133.234137558996,135.43314928819893,1023.1509825101539,64
138.08766685694894,140.0546941334019,136.58837142074304,138.555398697196,1042.016703682664,65
141.1500141222941,142.5489901806554,139.73776131670974,141.13673737507105,1059.2073514707224,66
143.48228026040917,144.5932922665057,141.8802335303824,142.99124553647894,1074.037588995245,67
144.84649927621132,146.0756620034572,142.76876627418082,143.9979290014267,1085.9161814856498,68
145.1098734724699,146.57143212166807,142.649968595823,144.11152724502116,1094.3695669444105,69
144.27024859045207,145.7471249168318,141.88968005898082,143.36655638536055,1099.060735569487,70
142.46200877506277,143.72992039092952,140.60631434563564,141.8742259615024,1099.8026652716362,71
139.9404686061768,141.00752471999962,138.7454488027266,139.81250491654941,1096.5657776549278,72
137.04703875358243,138.78071046739933,135.67655244818158,137.41022416199849,1089.4791172140503,73
134.16122174198705,136.42630679247307,132.66155074344638,134.9266357939324,1078.8252067375315,74
131.6480122345848,134.02210748888697,130.25415962109273,132.6282548753949,1065.0287840157116,75
129.80997879551026,131.86785162975886,128.70717960530897,130.76505243955756,1048.6398688853799,76
128.85205701193928,130.78472862032595,127.6154547134165,129.54812632180318,1030.3118356745701,77
128.8642014864336,130.59557044803222,127.39947545719488,129.13084441879352,1010.7753652299442,78
129.82321172551153,131.29749357237068,128.12086294416926,129.59514479102842,1009.1906850227682,79
