bars

99,104.77731091023225,98,103.4552020666134,2019.866933079506

106.10612242808222,110.76487377959927,104.61339756308799,109.33326909627483,2095.4060815703688

111.7365376962194,114.45148509543229,110.1528967845943,112.47494986604055,2155.8827075707422

113.7284688053824,115.1642566915892,110.64086736017657,112.13209366648874,2191.7488815955685

111.40827542637513,112.72390874531129,107.76539185209613,108.7737988023383,2197.34212339197

106.12753789513545,107.73969337995807,101.71978916733775,103.92254305856751,2171.779383064527

100.61462528040111,103.00209502109563,97.48620160125755,99.62233840816026,2119.0964552372616

97.53034002152081,99.46748184049008,95.93821562552817,97.72469882334903,2047.610815821577

98.18385394545021,101.15293363552601,96.54876504706593,99.24185317672267,2031.3915245454414

102.1834853863248,106.32510161131832,100.25554360082955,103.99314457402363,2105.437833423757

108.04491654708718,112.56654934841096,105.7105413401633,110.6681390048435,2162.837826772152

114.11098793714572,118.47543335247398,112.95942875877287,117.28439764388199,2194.5293077522983

119.09282467975903,123.36781277048146,117.64904116296829,121.87999976774739,2195.508888349898

122.07798667229586,124.2878498649492,120.77557026109272,123.19889810845086,2165.621914327614

122.40925186267498,123.88697089091687,119.63330909790388,121.12969230082183,2109.5868817286078

119.8808727652764,121.29920058454442,115.60101790940676,116.74454423507063,2036.2504901016423

115.21439166809358,116.4131695096543,110.47704737833695,111.92464106224679,2042.8090568363873

110.27641646211617,111.76231568498811,107.18792367213928,108.7030424002833,2115.10999498574

107.530320991091,109.90155645208623,106.26786689008574,108.55447411796011,2169.2375959660776

108.81801012516657,113.29382811110736,107.32068773822765,111.88016416080967,2196.6463017406095

114.22618875818226,119.15370942824079,113.09073586402833,117.86768208634197,2193.0088803303156

121.88395973243564,127.14038418498515,119.88495316810628,124.77474439137693,2158.8996005962395

128.92069597346688,132.45313613345562,126.63187762484937,130.5378442655162,2099.7035678133516

132.96978971477444,135.053120145851,131.08387196585088,133.49309388747918,2024.7665339553603

133.2323987581558,135.065460892756,131.0237176510951,132.95746831142935,2054.080591047491

130.5116755897077,132.71696973631924,127.07925728332546,129.46740573130614,2124.3895798482918

126.4306172006658,128.5591966352313,123.1073244542458,124.59141418625812,2175.0601890698463

122.56791894474918,123.61827749324543,119.02315927992295,120.38214657630877,2198.092643661719

120.08693553049852,121.58571423995242,117.25536324735009,118.65934994918358,2189.8506254815993

119.82146372498268,121.93415307848436,117.95421275941922,120.37417550208815,2151.635367974583

122.33587608239566,126.75625008370868,120.87761530843784,125.27691410373268,2089.4802200237264

127.61552102482923,133.06294250948164,126.34054904004905,132.0042268780681,2019.9227222669447

134.59892592769242,140.0546941334019,133.234137558996,138.555398697196,2065.167686192818

141.1500141222941,144.5932922665057,139.73776131670974,142.99124553647894,2133.2449404659674

144.84649927621132,146.57143212166807,142.649968595823,144.11152724502116,2180.2857484300603

144.27024859045207,145.7471249168318,140.60631434563564,141.8742259615024,2198.863400841123

139.9404686061768,141.00752471999962,135.67655244818158,137.41022416199849,2186.044894868978

134.16122174198705,136.42630679247307,130.25415962109273,132.6282548753949,2143.853990753243

129.80997879551026,131.86785162975886,127.6154547134165,129.54812632180318,2078.95170455995

128.8642014864336,131.29749357237068,127.39947545719488,129.59514479102842,2019.9660502527124
