stop_long,stop_short
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
97.48620160125755,115.1642566915892
96.34710045689485,115.1642566915892
95.93821562552817,115.1642566915892
95.93821562552817,115.1642566915892
95.93821562552817,115.1642566915892
95.93821562552817,115.1642566915892
95.93821562552817,115.1642566915892
95.93821562552817,114.55977666009171
95.93821562552817,112.72390874531129
95.93821562552817,115.26697281350663
95.93821562552817,118.47543335247398
95.93821562552817,121.38046215528227
95.93821562552817,123.36781277048146
95.93821562552817,124.2878498649492
95.93821562552817,124.2878498649492
95.93821562552817,124.2878498649492
96.54876504706593,124.2878498649492
97.93278462060415,124.2878498649492
100.25554360082955,124.2878498649492
102.65835969292533,124.2878498649492
105.7105413401633,124.2878498649492
108.51535390119264,124.2878498649492
107.18792367213928,124.2878498649492
106.49671695482826,124.2878498649492
106.26786689008574,124.2878498649492
106.26786689008574,124.2878498649492
106.26786689008574,124.2878498649492
106.26786689008574,124.22410945235427
106.26786689008574,123.88697089091687
106.26786689008574,123.33523703654073
106.26786689008574,127.14038418498515
106.26786689008574,130.20955349568973
106.26786689008574,132.45313613345562
106.26786689008574,134.3228744433646
106.26786689008574,135.053120145851
106.26786689008574,135.065460892756
106.26786689008574,135.065460892756
106.26786689008574,135.065460892756
107.32068773822765,135.065460892756
109.67068524069803,135.065460892756
113.09073586402833,135.065460892756
116.6612183117217,135.065460892756
119.02315927992295,135.065460892756
117.62555095473105,135.065460892756
117.25536324735009,135.065460892756
117.25536324735009,135.065460892756
117.25536324735009,135.065460892756
117.25536324735009,135.065460892756
117.25536324735009,135.065460892756
117.25536324735009,134.08480947785137
117.25536324735009,133.06294250948164
117.25536324735009,136.79793765689536
117.25536324735009,140.0546941334019
117.25536324735009,142.5489901806554
117.25536324735009,144.5932922665057
117.25536324735009,146.0756620034572
117.25536324735009,146.57143212166807
117.25536324735009,146.57143212166807
117.95421275941922,146.57143212166807
119.152517136663,146.57143212166807
120.87761530843784,146.57143212166807
123.18852214765032,146.57143212166807
126.34054904004905,146.57143212166807
128.70717960530897,146.57143212166807
127.6154547134165,146.57143212166807
127.39947545719488,146.57143212166807
127.39947545719488,146.57143212166807
