high,low,breakout_distance
101,98,0.5
104.77731091023225,98,2.066546611497273
108.13914959894458,98,3.576849934478062
110.76487377959927,98,4.950832206475198
112.90403177129735,98,5.868374974023581
114.45148509543229,98,6.249207318324395
115.1642566915892,98,6.156347962987354
115.1642566915892,98,5.549965320694142
115.1642566915892,98,4.172503459716907
115.1642566915892,98,2.1916704565437044
115.1642566915892,98,-0.17092826519592563
115.1642566915892,98,-2.659585287227088
115.1642566915892,98,-5.00733277874312
115.1642566915892,97.48620160125755,-6.7028907382631076
115.1642566915892,97.48620160125755,-8.040986870559252
115.1642566915892,97.48620160125755,-8.600530323074338
115.1642566915892,97.48620160125755,-8.286875234781775
115.1642566915892,97.48620160125755,-7.083375969700697
115.1642566915892,97.48620160125755,-5.052874021983243
115.1642566915892,97.48620160125755,-2.3320845723997365
115.1642566915892,97.48620160125755,0.8806158715873664
115.1642566915892,97.48620160125755,4.342909858420128
115.1642566915892,97.48620160125755,7.790184488710409
115.1642566915892,97.48620160125755,10.95916849745862
115.1642566915892,97.48620160125755,13.61144949206816
115.1642566915892,97.48620160125755,15.554770621324025
115.1642566915892,97.48620160125755,16.660204307322687
115.1642566915892,97.48620160125755,16.873668962027494
115.1642566915892,97.48620160125755,16.220759934459437
115.1642566915892,97.48620160125755,14.804463154398462
115.1642566915892,97.48620160125755,12.795955705994203
115.1642566915892,97.48620160125755,10.419315088647267
115.1642566915892,97.48620160125755,7.931503041346829
115.1642566915892,97.48620160125755,5.599411915823424
115.1642566915892,97.48620160125755,3.676023977641208
115.1642566915892,97.48620160125755,2.3778132538599266
115.1642566915892,97.48620160125755,1.8654085529117168
115.1642566915892,97.48620160125755,2.229244971536744
115.1642566915892,97.48620160125755,3.481485596929872
115.1642566915892,97.48620160125755,5.554935014386302
115.1642566915892,97.48620160125755,8.309041673572281
115.1642566915892,97.48620160125755,11.542452939918604
115.1642566915892,97.48620160125755,15.011001325788001
115.1642566915892,97.48620160125755,18.44951524495356
115.1642566915892,97.48620160125755,21.595506000648868
115.1642566915892,97.48620160125755,24.212615119092845
115.1642566915892,97.48620160125755,26.111727548017683
115.1642566915892,97.48620160125755,27.16786474105581
115.1642566915892,97.48620160125755,27.331348619069416
115.1642566915892,97.48620160125755,26.632239165005984
115.1642566915892,97.48620160125755,25.1776492551478
115.1642566915892,97.48620160125755,23.142176584882776
115.1642566915892,97.48620160125755,20.752307376571068
115.1642566915892,97.48620160125755,18.266185039834753
115.1642566915892,97.48620160125755,15.950550989591974
115.1642566915892,97.48620160125755,14.056917429885402
115.1642566915892,97.48620160125755,12.799100517761588
115.1642566915892,97.48620160125755,12.33412080276021
115.1642566915892,97.48620160125755,12.748177048870303
115.1642566915892,97.48620160125755,14.048946355664782
115.1642566915892,97.48620160125755,16.16489838585987
115.1642566915892,97.48620160125755,18.95168495730931
115.1642566915892,97.48620160125755,22.205034236210395
115.1642566915892,97.48620160125755,25.678997731644728
115.1642566915892,97.48620160125755,29.107920141775566
115.1642566915892,97.48620160125755,32.230169550772644
115.1642566915892,97.48620160125755,34.81150822864768
115.1642566915892,97.48620160125755,36.666016390055574
115.1642566915892,97.48620160125755,37.672699855003344
115.1642566915892,97.48620160125755,37.7862980985978
115.1642566915892,97.48620160125755,37.041327238937185
115.1642566915892,97.48620160125755,35.54899681507902
115.1642566915892,97.48620160125755,33.48727577012605
115.1642566915892,97.48620160125755,31.084995015575117
115.1642566915892,97.48620160125755,28.601406647509037
115.1642566915892,97.48620160125755,26.303025728971534
115.1642566915892,97.48620160125755,24.439823293134197
115.1642566915892,97.48620160125755,23.222897175379813
115.1642566915892,97.48620160125755,22.805615272370147
115.1642566915892,97.48620160125755,23.26991564460505
