upper,middle,lower
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
115.75259017925208,107.71011176814433,99.66763335703658
115.75259017925208,107.71011176814433,99.66763335703658
115.91966237606556,107.71011176814433,99.5005611602231
117.0145440910608,107.59249944146849,98.17045479187618
117.24540925253268,105.1668715695831,93.0883338866335
111.92341175092278,102.7486693128095,93.57392687469621
110.87562711754406,102.7486693128095,94.62171150807494
110.86837578579991,102.7486693128095,94.62896283981908
110.86837578579991,102.7486693128095,94.62896283981908
110.86837578579991,102.7486693128095,94.62896283981908
110.86837578579991,102.7486693128095,94.62896283981908
111.67027205495611,102.7486693128095,93.82706657066288
112.02931402410694,102.78397007053755,93.53862611696816
120.47588820054584,105.59949479601718,90.72310139148853
129.28488058169458,108.93699201142712,88.58910344115966
132.03421252864155,112.39177631998864,92.74934011133571
129.83151689512098,115.69990563950788,101.56829438389477
127.32863128647908,118.20279124814978,109.07695120982048
126.63336669389881,118.20279124814978,109.77221580240075
126.23622792154536,118.20279124814978,110.1693545747542
126.23622792154536,118.20279124814978,110.1693545747542
126.23622792154536,118.20279124814978,110.1693545747542
126.23622792154536,118.20279124814978,110.1693545747542
126.49204814126239,118.20279124814978,109.91353435503717
127.59855799088476,117.9328645437441,108.26717109660345
127.57392323581456,115.50063821142041,103.42735318702626
122.01454335678206,113.09068662500849,104.16682989323492
121.13218845979583,113.09068662500849,105.04918479022115
121.13218845979583,113.09068662500849,105.04918479022115
121.13218845979583,113.09068662500849,105.04918479022115
121.13218845979583,113.09068662500849,105.04918479022115
121.13218845979583,113.09068662500849,105.04918479022115
122.01454335678206,113.09068662500849,104.16682989323492
122.59266390950309,113.27945594112123,103.96624797273937
131.49541284126303,116.25097645316882,101.00654006507459
140.29611169419346,119.60195627927666,98.90780086435987
142.33893757407625,123.05548743179415,103.77203728951204
140.10282242968395,126.34773976922457,112.5926571087652
137.75649175971932,128.6940704391892,119.63164911865908
136.87679435924161,128.6940704391892,120.51134651913678
136.71605273993256,128.6940704391892,120.67208813844584
136.71605273993256,128.6940704391892,120.67208813844584
136.71605273993256,128.6940704391892,120.67208813844584
136.71605273993256,128.6940704391892,120.67208813844584
137.06012456436042,128.6940704391892,120.32801631401797
138.17809107175825,128.27247112715028,118.36685118254232
138.10535974138594,125.83447535462628,113.56359096786662
132.4245767183334,123.54077085927068,114.65696500020795
131.49397771808015,123.54077085927068,115.5875640004612
131.49397771808015,123.54077085927068,115.5875640004612
131.49397771808015,123.54077085927068,115.5875640004612
131.49397771808015,123.54077085927068,115.5875640004612
131.49397771808015,123.54077085927068,115.5875640004612
132.4245767183334,123.54077085927068,114.65696500020795
133.45282659454523,123.88352081800795,114.31421504147067
142.51303037007102,126.90358874318322,111.2941471162954
151.02980700333384,130.26724513035094,109.50468325736804
152.63911383870598,133.71868808313351,114.79826232756105
150.3702113940898,136.99427399269746,123.61833659130511
148.18053357991457,139.1839518068727,130.18737003383083
147.1738501149668,139.1839518068727,131.1940534987786
147.1738501149668,139.1839518068727,131.1940534987786
147.1738501149668,139.1839518068727,131.1940534987786
147.1738501149668,139.1839518068727,131.1940534987786
147.1738501149668,139.1839518068727,131.1940534987786
147.62387239830085,139.1839518068727,130.74403121544455
148.75312084751332,138.61136453927395,128.46960823103458
