bull_power,bear_power
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
-6.300977719240052,-9.596663707317447
-6.442233730390143,-9.562615113985373
-5.653833301207868,-8.880164379014559
-4.24093371546337,-7.365611478423318
-2.138439776794357,-5.358588791716215
0.17812593599903437,-2.766627373106786
3.173467490703672,-0.4932744276893146
5.848024651333816,2.018345766562504
7.944227983977797,4.622944224838861
9.378905812980037,7.071361758246283
11.067855599500007,8.202479423563005
12.302337617572618,8.570916625258633
12.582771535433437,8.609347250786698
11.876089667408095,8.363810063551625
10.374064200025202,7.728720848908495
8.877466461447312,6.058765623171354
7.155470291545285,3.8077796189206765
5.034250389103306,1.4379068377084252
2.5376279561616712,-0.7278781579849607
0.3605619595454357,-2.994653203899375
-1.4275802147345757,-5.025164640056971
-3.006435147495239,-6.253396931290709
-3.9612685429741674,-6.772066036050745
-3.9665010380782064,-6.694025818847777
-2.6710171674943552,-6.304706729494839
-0.8997553057914445,-4.883104697855956
1.1331861117269426,-2.489956758682382
3.27926453868713,0.6002766885658843
5.946287197994408,3.4537960814753177
9.04397370736568,5.593689838931226
11.451323380849843,7.601835521174721
12.889602779162828,9.311926908322462
13.370799610396787,10.413520514611506
13.45992189745482,10.220919419941083
12.506148754398623,9.448001531649368
11.037208651431555,7.795263389568149
8.865995093846266,5.804903267089998
6.660280149971996,3.24089466861237
4.410787328214468,0.5678055443170251
1.9722669250247264,-1.6379726217776636
-0.4474921757968531,-3.2135365194343137
-2.163239368746048,-4.5560952744723835
-2.6055799824261925,-6.038441543977498
-2.6842504293192917,-6.644413714540661
-2.483900779855574,-6.266519459243213
-1.9880953442295635,-4.974539745667471
-0.6539891595358682,-3.435625101357232
1.3733146956524251,-1.6974583021507925
3.8209310740341635,0.2532031379758024
6.123923774678175,2.659237447313302
8.27190887870158,5.158009708317351
10.587955271792765,7.024155173893405
12.198656240020185,8.73233352736132
12.922192356381771,10.110963492436099
13.184568080604691,10.471509344481404
12.988377175486107,9.681481446209716
12.014248304756961,8.092784778911891
10.015358090794109,6.157913232943116
7.17915901349653,4.055552968202647
4.02186420401776,1.7597882867447368
1.738441465281909,-1.3657165539358402
-0.3338777818863434,-4.09863383091303
-2.1871531256105072,-5.955100993404756
-3.615514561413306,-6.776186585863201
-3.907272254930348,-7.076546161839801
-3.3549428996957147,-6.551037890533053
-2.0723039677973247,-5.2489345959987475
