current,min,median,max,percentile
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
0.006337574671501253,0.004576685171584904,0.007285744693342875,0.00785594916625833,42.857142857142854
0.0048268755120434445,0.0048268755120434445,0.007285744693342875,0.00785594916625833,14.285714285714285
0.0028805012075251877,0.0028805012075251877,0.007285744693342875,0.00785594916625833,14.285714285714285
0.0008529543889745708,0.0008529543889745708,0.006337574671501253,0.00785594916625833,14.285714285714285
0.0022590633404343864,0.0008529543889745708,0.0048268755120434445,0.00785594916625833,28.57142857142857
0.004716953223469358,0.0008529543889745708,0.004716953223469358,0.007353623744580629,57.14285714285714
0.0068723645123998445,0.0008529543889745708,0.004716953223469358,0.0068723645123998445,100
0.008369605111376941,0.0008529543889745708,0.004716953223469358,0.008369605111376941,100
0.008955254857309516,0.0008529543889745708,0.004716953223469358,0.008955254857309516,100
0.008528955976895914,0.0008529543889745708,0.0068723645123998445,0.008955254857309516,85.71428571428571
0.007173953436717318,0.0022590633404343864,0.007173953436717318,0.008955254857309516,57.14285714285714
0.0051308736085132695,0.004716953223469358,0.007173953436717318,0.008955254857309516,28.57142857142857
0.0027380539481838056,0.0027380539481838056,0.007173953436717318,0.008955254857309516,14.285714285714285
0.0007238575095376683,0.0007238575095376683,0.007173953436717318,0.008955254857309516,14.285714285714285
0.0022846374990476413,0.0007238575095376683,0.0051308736085132695,0.008955254857309516,28.57142857142857
0.004186540551562045,0.0007238575095376683,0.004186540551562045,0.008528955976895914,57.14285714285714
0.0056708616874650815,0.0007238575095376683,0.004186540551562045,0.007173953436717318,85.71428571428571
0.00667017180764773,0.0007238575095376683,0.004186540551562045,0.00667017180764773,100
0.007169785700086398,0.0007238575095376683,0.004186540551562045,0.007169785700086398,100
0.007171701829605535,0.0007238575095376683,0.0056708616874650815,0.007171701829605535,100
0.006682767001463699,0.0022846374990476413,0.00667017180764773,0.007171701829605535,71.42857142857143
0.005714147160681084,0.004186540551562045,0.00667017180764773,0.007171701829605535,42.857142857142854
0.00429124311358497,0.00429124311358497,0.00667017180764773,0.007171701829605535,14.285714285714285
0.0024811679376863798,0.0024811679376863798,0.00667017180764773,0.007171701829605535,14.285714285714285
0.0007055329922051059,0.0007055329922051059,0.005714147160681084,0.007171701829605535,14.285714285714285
0.0022115765666577054,0.0007055329922051059,0.00429124311358497,0.007171701829605535,28.57142857142857
0.004419870324472791,0.0007055329922051059,0.00429124311358497,0.006682767001463699,71.42857142857143
0.006323281562318477,0.0007055329922051059,0.00429124311358497,0.006323281562318477,100
0.007619410578846887,0.0007055329922051059,0.00429124311358497,0.007619410578846887,100
0.008097262995564186,0.0007055329922051059,0.004419870324472791,0.008097262995564186,100
0.0076788457158534175,0.0007055329922051059,0.006323281562318477,0.008097262995564186,85.71428571428571
0.006441560166630038,0.0022115765666577054,0.006441560166630038,0.008097262995564186,57.14285714285714
0.0045953165265574785,0.004419870324472791,0.006441560166630038,0.008097262995564186,28.57142857142857
0.0024352766879584126,0.0024352766879584126,0.006441560166630038,0.008097262995564186,14.285714285714285
0.0006513051215175801,0.0006513051215175801,0.006441560166630038,0.008097262995564186,14.285714285714285
