height,width
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
3.2956859880773948,0.984655289664394
3.1203813835952303,0.9655888555864744
3.226331077806691,0.9478399490597385
3.124677762959948,0.9421884126131856
3.2201490149218586,0.9626483486089994
2.9447533091058204,0.982008928644718
3.6667419183929866,0.9994748549503978
3.8296788847713117,1.014322206909651
3.321283759138936,1.0259317329262934
2.3075440547337536,1.0338179677540162
2.8653761759370013,1.0376522745715915
3.7314209923139856,1.037278269633565
3.9734242846467396,1.0327186208417392
3.51227960385647,1.02417285734972
2.6453433511167077,1.0120065030300074
2.8187008382759586,0.9967324660159146
3.3476906726246085,0.9789861056332733
3.596343551394881,0.9602431516076592
3.265506114146632,0.9429885830339675
3.355215163444811,0.9481824990977922
3.5975844253223954,0.9684053199331565
3.24696178379547,0.9872912880378175
2.810797493076578,1.004062387240149
2.7275247807695706,1.0180220081224625
3.633689562000484,1.0285872282268333
3.983349392064511,1.0353163377871835
3.6231428704093247,1.0379297944922188
2.6789878501212456,1.0363232052220062
2.4924911165190906,1.0305715065663164
3.450283868434454,1.0209241793938475
3.849487859675122,1.0077920006157317
3.577675870840366,0.9917264232926171
2.9572790957852817,0.973393116719882
3.2390024775137363,0.955024624146008
3.0581472227492554,0.9383122349014661
3.241945261863407,0.9543505295086965
3.061091826756268,0.9742707127072462
3.419385481359626,0.9926201298908018
3.842981783897443,1.0086408477275313
3.61023954680239,1.0216661587699942
2.7660443436374607,1.031151684705769
2.3928559057263357,1.0367011620214064
3.432861561551306,1.038085194538078
3.9601632852213697,1.0352517241668941
3.782618679387639,1.0283275796462352
2.9864444014379075,1.017611137078072
2.7816359418213636,1.0035567790828313
3.0707729978032177,0.9867523903910149
3.567727936058361,0.9678915162790147
3.4646863273648734,0.9499475852415349
3.1138991703842294,0.9397020957441122
3.5638000978993603,0.9602427230971811
3.466322712658865,0.979785655912073
2.811228863945672,0.9975291172747941
2.713058736123287,1.0127383995629875
3.306895729276391,1.0247795352159101
3.92146352584507,1.0331490429289865
3.857444857850993,1.0374978179919319
3.123606045293883,1.0376475694716916
2.262075917273023,1.0335987217208569
3.104158019217749,1.0255293338594307
3.764756049026687,1.0137852677558696
3.7679478677942484,0.9988624659015874
3.1606720244498945,0.981382709136468
3.169273906909453,0.9624962497402593
3.196094990837338,0.9450260708304375
3.1766306282014227,0.9456174499826545
