hedge_ratio,spread,adf_stat
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
0.9831741715886313,0.7637502174166428,-37.062929746047026
0.9880499445059653,0.4180083055517514,-53.02790420194316
0.9908298876205481,-0.026094383653500586,-76.18889860309395
0.9896699107743849,-0.42201316847733494,-67.0577466718003
0.9855100037353122,-0.6384826740984408,-43.64832949257824
0.981029714217338,-0.6246943527985138,-31.566998705998728
0.9784574011249175,-0.4085494469898947,-26.400550331471507
0.9784922193005907,-0.056993665568825236,-25.11468085516725
0.9806341336315773,0.3503414941978349,-26.755610608171835
0.9839886265684034,0.7277663187388441,-31.200662128968563
0.9878468714461429,0.9897397437828204,-38.447019711605996
0.9918726526402543,1.0673630494372617,-48.76004898179398
0.9960037423229584,0.9296516185786459,-64.32162717007476
1.0002323969128721,0.5974840228598453,-87.41842104406362
1.0043908124073204,0.1419401614605107,-91.39563736063498
1.008015864251833,-0.3333670753181508,-66.12557591120847
1.0103454466514192,-0.7197480392400735,-51.004140228251046
1.010506405767501,-0.9311376520305714,-47.77238754110987
1.007935777840076,-0.9229355070142589,-54.95027583473133
1.0029329603675028,-0.6977955729244911,-77.06824911288305
0.9969740830161541,-0.3022863093709418,-106.07863624725869
0.992344360082339,0.1780210238240869,-90.60500963145525
0.9910798321638103,0.6258832481886571,-76.01747657148931
0.9937989177890523,0.9144430423557282,-76.13824267719924
0.9991556453300764,0.9511310622527844,-76.74123634329156
1.0044148007436722,0.7248725384244494,-69.92637594818562
1.007026484969055,0.31688944005193775,-70.0105354095608
1.0060699680744356,-0.1416912505346204,-95.2568200805767
1.0023737904973808,-0.5286760646440882,-208.45489258273767
0.9975215361652847,-0.7616381016736682,-105.45181751437468
0.9928501653619969,-0.7996173790718046,-55.49282955735612
0.9890401299988836,-0.6385231648579577,-39.79305865742686
0.9861943423636425,-0.3112064054615473,-32.90276652581724
0.984122860524774,0.11279378013313135,-29.1551612642858
0.9826448202767926,0.5366624123791155,-26.818896574283944
0.9818076334489955,0.8580051775803668,-25.738114011527863
0.9819555605641047,0.9970293474716243,-26.552716880114335
0.9835926757112612,0.919354984709031,-30.46133350433062
0.987015978414426,0.6430918727184007,-40.42673538744685
0.9917912682197286,0.22921341608156354,-67.63069770026338
0.9963814994373635,-0.23442772335741324,-180.95017310387703
