upper,middle,lower
nan,nan,nan
nan,nan,nan
nan,nan,nan
109.54456746495428,104.85872397420964,100.172880483465
111.65151860825563,107.6888216891277,103.72612476999979
112.89632833892851,109.9437586389845,106.9911889390405
113.21246502196237,111.4667715326924,109.72107804342244
112.8892248089026,112.16647767524587,111.44373054158915
113.0448085487968,112.02503791170568,111.00526727461457
113.11645015802397,111.09975014578013,109.0830501335363
112.40300630319841,109.51793108873431,106.63285587427022
110.89428341069745,107.465543436754,104.03680346281055
108.77045727553799,105.170584377139,101.57071147874
106.29055511139218,102.88271927859448,99.47488344579678
103.69537150274303,100.85097982741084,98.00658815207865
101.26138998311686,99.30151876860623,97.3416475540956
99.39183917325946,98.41740835475375,97.44297753624804
99.09696311889532,98.32228704689435,97.54761097489337
100.88606458106953,99.06931525903836,97.25256593700719
103.65175428251058,100.636426696707,97.62109911090343
106.93985035635006,102.92829947329929,98.91674859024852
110.50130048396242,105.7848709303295,101.06844137669658
114.06263444321557,108.99563555800292,103.92863667279026
117.36505788785524,112.3184488254675,107.27183976307975
120.15530188830373,115.5011572305877,110.84701257287166
122.21705705960778,118.30412242131366,114.39118778301955
123.41081646361405,120.52162737596674,117.63243828831943
123.67460863895239,122.00025249210896,120.32589634526552
123.32334238951928,122.65258010270678,121.98181781589427
123.52967694292381,122.46500323597539,121.40032952902696
123.57168767418082,121.49894108564327,119.42619449710571
122.81008363613644,119.88535261729821,116.96062159845998
121.26150106551827,117.81303839402005,114.36457572252183
119.11116121675727,115.5117755843763,111.91238995199532
116.61754881051904,113.23179265228805,109.84603649405706
114.02410909737821,111.22141719359121,108.4187252898042
111.60716983386915,109.70489357148244,107.80261730909574
109.79101890540441,108.86235183541076,107.93368476541711
109.64025166035313,108.81371724023293,107.98718282011274
111.49550123607261,109.60799768036453,107.72049412465645
114.29635096239225,111.21890596052967,108.14146095866708
117.60669067034175,113.54720795262513,109.48772523490851
121.1754810837076,116.42958688483967,111.68369268597174
124.7285962944926,119.65323194248148,114.57786759047036
128.00943849537012,122.97484802425063,117.94025755313115
130.76373058571465,126.14238856904419,121.52104655237372
132.77984823430293,128.9175701246016,125.05529201490029
133.92236116696577,131.09715749862715,128.27195383028854
134.13387561699338,132.5311181532323,130.92836068947125
133.75476039371082,133.1360241647106,132.51728793571036
134.01163192425003,132.9025045914931,131.7933772587362
134.02407764994823,131.89608255244985,129.76808745495148
133.21467011850407,130.25132224182528,127.28797436514648
131.62680705985076,128.15980871053245,124.69281036121414
129.45070282074064,125.8530341441435,122.25536546754638
126.94422654816275,123.58171935539417,120.2192121626256
124.35340533018136,121.5934176406918,118.83342995120223
121.95433302095667,120.11040158142316,118.26647014188966
120.19230042645569,119.30980809624275,118.4273157660298
120.18612284393471,119.30781532768759,118.42950781144047
122.1072009808641,120.14926479471215,118.1913286085602
124.94256021918531,121.80365583334944,118.66475144751357
128.27434900167492,124.16787013018447,120.06139125869402
131.8496120701715,127.07538297417945,122.30115387818739
135.39364533367225,130.31113841315837,125.22863149264451
138.65212007096625,133.6307595615242,128.60939905208215
141.36982290144138,136.78237805963352,132.19493321782565
143.33987437956597,139.52913272423623,135.7183910689065
144.4309591849817,141.67032765254316,138.90969612010463
144.59027747241987,143.05935978949947,141.52844210657906
144.18349821147515,143.61681454207186,143.05013087266857
144.49067859459367,143.3375596483277,142.18444070206172
144.47363354597658,142.2912036271084,140.1087737082402
143.61679272630107,140.6158778563527,137.61496298640435
141.9902394753585,138.50589770849567,135.02155594163284
139.78912745344638,136.1944049369688,132.5996824204912
137.27063732724702,133.93254181772085,130.59444630819468
134.6833084637562,131.967017357672,129.25072625158782
132.3029227555087,130.5180695138873,128.7332162722659
130.5957116468157,129.75979199279567,128.92387233877565
