plus,minus
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
0.8062876205932326,0.8724141448950038
0.7557133226515321,0.9587823274823731
0.7178364631875946,1.0346661505997647
0.7001802321215019,1.0808744455447439
0.6986843712681949,1.078279922178149
0.7069779772231976,1.0200023131105818
0.740116873487784,0.9427898315143807
0.7849045201987698,0.8439432978075716
0.8351671343765034,0.7430368138606207
0.8996309215821149,0.647891177288271
0.9946089940764229,0.5729586296298429
1.0938166206190458,0.511160485704737
1.1800412234543498,0.4586826847006452
1.2436156294186278,0.42034909119684066
1.259737524326299,0.40076089759426275
1.2407215066327997,0.4129113134739495
1.193393198872898,0.45690669358386055
1.1260286549839182,0.5246596782107164
1.0520881267907263,0.6147197656471717
0.9843764268177706,0.727346169736431
0.9181171575518887,0.8506667928510461
0.8576309586736389,0.9791893739232773
0.8083314838392014,1.0815263806800317
0.7762867879234903,1.152990366656147
0.7626562112826203,1.1927066798935309
0.7737293518435798,1.194088106162823
0.7929747655648008,1.1342736462933114
0.8158391721750342,1.0543659250840751
0.8582408502638299,0.954025100874828
0.9176391560902413,0.8336873714959286
0.9809820808273292,0.7217298952065697
1.0449318074903795,0.621998734338291
1.1130816511372046,0.5435962333620025
1.1793414790364674,0.48685814111562165
1.214422525370979,0.4470768725328655
1.2228267347963289,0.4357414820413074
1.1971191264616714,0.4509761753254065
1.1505111506986854,0.49073221412650303
1.0798245511288889,0.5437627759614148
0.9884679607361085,0.6049051605516265
0.902296631745136,0.6858253233110908
0.835603140549749,0.7628530583093113
0.7849018900132089,0.8561732370469988
0.7432937621727275,0.9671284684489907
0.7159948028261175,1.062594950951914
0.7031339277540886,1.1194876596454884
0.7054805225863746,1.1179500945303626
0.7261672782835679,1.0608416371159735
0.7760253448650475,0.9810843258795628
0.8376474588630236,0.8819113677236361
0.914123625266778,0.7797957785373941
1.0049843670990863,0.6786529321479379
1.0965926328574522,0.5817034405358369
1.1795830310551538,0.4988990349200002
1.2489810013384748,0.44725171051107426
1.2849214519772538,0.4218243754607321
1.2971563583190076,0.419890011688654
1.2838285302363603,0.4400889145740829
1.2195874253110497,0.47414877681509293
1.1200252243353315,0.5273375603858323
1.0249882624963933,0.6060977859708002
0.9381449185406742,0.6970136109304005
0.8592801995709103,0.7916954225089092
0.7959578394127206,0.8862786895541773
0.7471883230138028,0.9732212845339809
0.7116166493824583,1.044085366500591
