upper,middle,lower
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
114.70923925533702,105.81052548732033,96.91181171930364
110.23623540887871,102.53618452054111,94.83613363220351
105.70627127098919,99.66058289617808,93.61489452136698
101.83378015041193,97.48525305394598,93.13672595748004
99.78911685364308,96.24917424084705,92.70923162805103
100.53947403793438,96.1074252067766,91.67537637561881
103.26232122322708,97.11733148165828,90.97234174008949
107.01509487460474,99.23334465658588,91.45159443856703
111.25898300258955,102.31111108753637,93.3632391724832
115.57934371356082,106.1203665764689,96.66138943937698
119.61173244164286,110.3655051863513,101.11927793105974
123.04960956482742,114.71198483912639,106.37436011342535
125.68084377112103,118.81621096319445,111.95157815526787
127.46864123409566,122.3562287731833,117.24381631227095
128.7871271285593,125.06048253206338,121.33383793556746
130.56031347434057,126.73207281637535,122.90383215841013
132.57400685349438,127.26634495531181,121.95868305712924
133.71104954193862,126.6602375207726,119.60942549960657
133.48356377886603,125.01255579561929,116.54154781237254
131.8212051397428,122.51514579202416,113.20908644430551
128.8730523757377,119.43575721856834,109.99846206139898
124.94161711106361,116.09412619620034,107.24663528133706
120.45028520022487,112.83341418280597,105.21654316538707
115.9356712374648,109.98955438219669,104.04343752692857
112.12888677291534,107.86124383150641,103.59360089009749
110.22936715212782,106.68326168445921,103.1371562167906
111.12346718162858,106.60549708879846,102.08752699596833
113.92348426002773,107.67956003512641,101.4356358102251
117.71609538730213,109.85417119015128,101.99224699300042
121.97468658754961,112.97974252680734,103.98479846606507
126.28811169527893,116.8217395772022,107.35536745912546
130.29461858272248,121.08163169813079,111.86864481353909
133.6917628561868,125.42355892433386,117.15535499248092
136.27440702674178,129.50433333891908,122.73425965109638
138.02020546528408,133.00409502787733,127.98798459047056
139.33823942575924,135.65488421357782,131.9715290013964
141.15062038480556,137.26457730365243,133.3785342224993
143.14034972305308,137.7340487193096,132.32774771556615
144.20832911959215,137.06602548806688,129.92372185654162
143.89975087051187,135.3648436465046,126.82993642249734
142.15975465689613,132.82712821285696,123.4945017688178
139.14724614368558,129.7242292597321,120.30121237577866
135.17220874144846,126.37798302027447,117.58375729910048
130.6642204100748,123.13196321596726,115.59970602185972
126.1671674981437,120.32079063934128,114.47441378053887
122.42988566159616,118.24024247516274,114.05059928872933
120.67922362327097,117.12083140541701,113.56243918756304
121.71327680535876,117.10721459795151,112.50115239054426
124.5876716385943,118.24527191249727,111.90287218640024
128.4185373109341,120.47800758944084,112.53747786794756
132.6905514755598,123.65064151128303,114.61073154700625
136.99590073930312,127.52443524956087,118.05296975981861
140.97556618818282,131.79801785763928,122.62046952709572
144.33131444818235,136.13430643981562,127.93729843144888
146.86524203375,140.19061676247517,133.51599149120034
148.5701841312523,143.64927421608033,138.72836430090837
149.89137551397926,146.24599074192562,142.600605969872
151.74163690380394,147.7934728973059,143.84530889080784
153.70357638367423,148.19815222094599,142.69272805821774
154.7011920877801,147.4685434249762,140.23589476217228
154.31138862099004,145.71448380105664,137.11757898112324
152.4942678747596,143.13732178223626,133.7803756897129
149.4183855440841,140.01193108709472,130.60547663010536
145.4010987093885,136.66215706910486,127.92321542882124
140.87814644359392,133.4318885756995,125.9856307078051
136.40091472216182,130.6543393817179,124.90776404127399
132.73706570974437,128.62228319529362,124.50750068084288
