wt1,wt2
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
59.94637602204499,-1.895405526129021
61.20362719997408,2.9800352126592036
60.88601938100435,9.137189626687118
59.002363934306786,16.02527740779802
54.95772701154078,23.15386152304418
45.94183938022251,29.89410629401238
22.92182011215602,34.97376430740796
-3.6042138138433337,37.68977331686257
-24.291052172233538,37.299840321295655
-38.60262727006976,34.00091307650566
-47.84924966471847,28.59082657660469
-53.21960061234318,21.796852472415775
-55.43272930993223,14.18863130771848
-54.51629699979925,6.238857371307842
-48.64409709943714,-1.5176049945123107
-27.615494045509433,-7.8618279406182765
0.6194720567786618,-12.16658132092011
23.072228439537458,-14.73301957054649
38.6935040554464,-15.89474978169609
48.980950826123845,-15.677670392703138
55.3688484244614,-13.360025513252754
58.897651062958005,-8.895606593481231
60.243226892041804,-2.85744380317585
59.751409200647046,4.1678445161610655
57.36459394997908,11.683119060068034
52.14724385907822,19.209322236598133
38.97442594524656,25.9526904691109
12.405939673834872,30.73285023151334
-12.299069493081968,33.32892363196728
-30.297932396131902,33.137320892637106
-42.36646465839008,30.06689684155362
-49.92791758889253,24.852600696665768
-54.068946946539825,18.226711339381037
-55.38030579563386,10.772335866398345
-53.72680049817322,2.9797895147815865
-46.81085146723718,-4.570817808803784
-24.2375110732357,-10.605156234895034
3.5053537237938635,-14.622731626098831
25.207223779254576,-16.91968663829344
40.314511361582305,-17.764881816686007
50.32675889636273,-16.95400089160628
56.618215560562625,-13.79598118541144
60.17616234484919,-8.619178911273503
61.639023170274136,-2.052253513673071
61.3340179727393,5.354923817121884
59.21745657887601,13.151021971962495
54.47301893712901,20.904019535081698
42.88309183657071,27.922833651667737
16.797983384258778,32.960318214698596
-8.956169531211566,35.66422406727185
-28.005860198489476,35.395056272610866
-40.81499534020627,32.22931705375371
-48.802227202309616,26.9429276979277
-53.07737480944586,20.272078685711403
-54.20599415538564,12.805453467729379
-51.84304172523915,5.058220804457824
-42.242348260812875,-2.257387095946609
