body,width
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
0.9765876257280297,0.984655289664394
0.753902254343302,0.9655888555864744
0.3466353178350232,0.9478399490597385
-0.14550003380861654,0.9421884126131856
-0.6020119026848221,0.9626483486089994
-0.9111302618846793,0.982008928644718
-0.9971721561963847,0.9994748549503978
-0.839071529076449,1.014322206909651
-0.47553692799598934,1.0259317329262934
0.004425697988054367,1.0338179677540162
0.4833047587530075,1.0376522745715915
0.8438539587324954,1.037278269633565
0.997798279178582,1.0327186208417392
0.9074467814501901,1.02417285734972
0.5949206633098925,1.0120065030300074
0.13673721820782703,0.9967324660159146
-0.35492426678870004,0.9789861056332733
-0.7596879128588228,0.9602431516076592
-0.9784534628188908,0.9429885830339675
-0.957659480323386,0.9481824990977922
-0.7023970575027079,0.9684053199331565
-0.2751633380515983,0.9872912880378175
0.21943996321145676,1.004062387240149
0.660316708244082,1.0180220081224625
0.9395248937482563,1.0285872282268333
0.9887046181866737,1.0353163377871835
0.7958149698139465,1.0379297944922188
0.40808206181338846,1.0363232052220062
-0.07956356727854086,1.0305715065663164
-0.5477292602242727,1.0209241793938475
-0.8817917275413265,1.0077920006157317
-0.9999608263946413,0.9917264232926171
-0.8733046400935223,0.973393116719882
-0.5328330203333849,0.955024624146008
-0.061905293994414023,0.9383122349014661
0.42417900733698843,0.9543505295086965
0.8064094939122413,0.9742707127072462
0.9912028118634737,0.9926201298908018
0.9333151120639229,1.0086408477275313
0.6469193223286425,1.0216661587699942
0.20213512038718306,1.031151684705769
-0.2921388087338386,1.0367011620214064
-0.7148869687796662,1.038085194538078
-0.9626058663135666,1.0352517241668941
-0.9746452757206612,1.0283275796462352
-0.7480575296890066,1.017611137078072
-0.33831921097105067,1.0035567790828313
0.15425144988758177,0.9867523903910149
0.6090559761063616,0.9678915162790147
0.9147423578045277,0.9499475852415349
0.9964679075571325,0.9397020957441122
0.8342233605065132,0.9602427230971811
0.46773184024706893,0.979785655912073
-0.013276747223045504,0.9975291172747941
-0.49103472393022685,1.0127383995629875
-0.8485702747846062,1.0247795352159101
-0.9983462274487351,1.0331490429289865
-0.9036922050915166,1.0374978179919319
-0.5877828135603806,1.0376475694716916
-0.1279636896273928,1.0335987217208569
0.36318540841605795,1.0255293338594307
0.7654140519453563,1.0137852677558696
0.9802426408101041,0.9988624659015874
0.9550736440473031,0.981382709136468
0.6960693098639013,0.9624962497402593
0.26664293235992886,0.9450260708304375
-0.22806693448310966,0.9456174499826545
