level_0,level_236,level_382,level_500,level_618,level_786,level_1000
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
95.93821562552817,100.47556131711858,103.28256331276349,105.55123615855868,107.81990900435389,111.04988390345214,115.1642566915892
124.2878498649492,117.59733618444584,113.45828958549036,110.11303274523868,106.767775904987,102.00503735276428,95.93821562552817
124.2878498649492,117.59733618444584,113.45828958549036,110.11303274523868,106.767775904987,102.00503735276428,95.93821562552817
124.2878498649492,117.59733618444584,113.45828958549036,110.11303274523868,106.767775904987,102.00503735276428,95.93821562552817
124.2878498649492,117.59733618444584,113.45828958549036,110.11303274523868,106.767775904987,102.00503735276428,95.93821562552817
124.2878498649492,117.59733618444584,113.45828958549036,110.11303274523868,106.767775904987,102.00503735276428,95.93821562552817
124.2878498649492,117.59733618444584,113.45828958549036,110.11303274523868,106.767775904987,102.00503735276428,95.93821562552817
124.2878498649492,117.59733618444584,113.45828958549036,110.11303274523868,106.767775904987,102.00503735276428,95.93821562552817
124.2878498649492,117.59733618444584,113.45828958549036,110.11303274523868,106.767775904987,102.00503735276428,95.93821562552817
124.2878498649492,117.59733618444584,113.45828958549036,110.11303274523868,106.767775904987,102.00503735276428,95.93821562552817
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
106.26786689008574,110.52058287215351,113.15150038648358,115.27785837751748,117.40421636855136,120.43157350832841,124.2878498649492
135.065460892756,128.2692287081258,124.06477998373596,120.66666389142087,117.26854779910578,112.43055200665717,106.26786689008574
135.065460892756,128.2692287081258,124.06477998373596,120.66666389142087,117.26854779910578,112.43055200665717,106.26786689008574
135.065460892756,128.2692287081258,124.06477998373596,120.66666389142087,117.26854779910578,112.43055200665717,106.26786689008574
135.065460892756,128.2692287081258,124.06477998373596,120.66666389142087,117.26854779910578,112.43055200665717,106.26786689008574
135.065460892756,128.2692287081258,124.06477998373596,120.66666389142087,117.26854779910578,112.43055200665717,106.26786689008574
135.065460892756,128.2692287081258,124.06477998373596,120.66666389142087,117.26854779910578,112.43055200665717,106.26786689008574
135.065460892756,128.2692287081258,124.06477998373596,120.66666389142087,117.26854779910578,112.43055200665717,106.26786689008574
135.065460892756,128.2692287081258,124.06477998373596,120.66666389142087,117.26854779910578,112.43055200665717,106.26786689008574
135.065460892756,128.2692287081258,124.06477998373596,120.66666389142087,117.26854779910578,112.43055200665717,106.26786689008574
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
117.25536324735009,121.45854629166588,124.05882054789515,126.16041207005304,128.26200359221093,131.25409999663913,135.065460892756
146.57143212166807,139.65283986732902,135.3726938116786,131.91339768450908,128.45410155733956,123.52900198645413,117.25536324735009
146.57143212166807,139.65283986732902,135.3726938116786,131.91339768450908,128.45410155733956,123.52900198645413,117.25536324735009
146.57143212166807,139.65283986732902,135.3726938116786,131.91339768450908,128.45410155733956,123.52900198645413,117.25536324735009
146.57143212166807,139.65283986732902,135.3726938116786,131.91339768450908,128.45410155733956,123.52900198645413,117.25536324735009
