open,high,low,close
99.5,101,98,99.5
99.5,104.77731091023225,99.5,103.0164107856682
101.2582053928341,108.13914959894458,101.2582053928341,106.37627358101629
103.81723948692519,110.76487377959927,103.81723948692519,109.29790049544098
106.55756999118309,112.90403177129735,106.55756999118309,111.52846427794583
109.04301713456445,114.45148509543229,109.04301713456445,112.875521673814
110.95926940418923,115.1642566915892,110.95926940418923,113.23347255708218
112.0963709806357,114.55977666009171,110.64086736017657,112.60032201013415
112.34834649538493,112.72390874531129,109.43899848657534,111.08145361594332
111.71490005566412,111.71490005566412,107.76539185209613,108.8791967020537
110.2970483788589,110.2970483788589,104.79904459577605,106.26936898786705
108.28320868336297,108.28320868336297,101.71978916733775,103.56820817142187
105.92570842739242,105.92570842739242,99.18732582635697,101.0947104237263
103.51020942555937,103.51020942555937,97.48620160125755,99.13404459529625
101.3221270104278,101.3221270104278,96.34710045689485,97.90729114869247
99.61470907956013,99.61470907956013,95.93821562552817,97.55138116443152
98.58304512199582,99.67344281002588,96.54876504706593,98.1111039285459
98.34707452527087,101.15293363552601,97.93278462060415,99.54285912806507
98.94496682666798,103.20029690993537,98.94496682666798,101.72792025538247
100.33644354102523,106.32510161131832,100.33644354102523,104.49173065212182
102.41408709657352,109.54022022493461,102.41408709657352,107.62538078254896
105.01973393956123,112.56654934841096,105.01973393956123,110.90590746884149
107.96282070420136,115.26697281350663,107.96282070420136,114.11320078613974
111.03801074517055,118.47543335247398,111.03801074517055,117.0427452645055
114.04037800483803,121.38046215528227,114.04037800483803,119.51475165912528
116.77756483198166,123.36781277048146,116.77756483198166,121.3811006281581
119.07933273006988,124.2878498649492,119.07933273006988,122.53171006302097
120.80552139654543,124.22410945235427,120.80552139654543,122.90143777679592
121.85347958667067,123.88697089091687,121.06827005264091,122.47762047177889
122.16555002922479,122.98099977052848,119.63330909790388,121.30715443421617
121.73635223172047,121.73635223172047,117.70285703314954,119.50102880884698
120.61869052028374,120.61869052028374,115.60101790940676,117.23377096648008
118.92623074338191,118.92623074338191,113.05795434620948,114.73556192793188
116.83089633565689,116.83089633565689,110.47704737833695,112.27583959099815
114.55336796332752,114.55336796332752,108.51535390119264,110.13883479309037
112.34610137820894,112.34610137820894,107.18792367213928,108.59332241867756
110.46971189844325,110.46971189844325,106.49671695482826,107.86047934521304
109.16509562182814,109.90155645208623,106.26786689008574,108.08471167108598
108.62490364645706,111.30403713029216,107.32068773822765,109.31236243425991
108.96863304035848,113.29382811110736,108.96863304035848,111.4822566759027
110.2254448581306,115.76972371414958,110.2254448581306,114.43022978908895
112.32783732360977,119.15370942824079,112.32783732360977,117.90746386998124
115.1176505967955,123.33523703654073,115.1176505967955,121.6100951023235
118.3638728495595,127.14038418498515,118.3638728495595,125.21564025514759
121.78975655235354,130.20955349568973,121.78975655235354,128.42071556026957
125.10523605631155,132.45313613345562,125.10523605631155,130.97449658556297
128.03986632093728,134.3228744433646,128.03986632093728,132.70337320460774
130.37161976277253,135.053120145851,130.37161976277253,133.52404653447638
131.94783314862445,135.065460892756,131.8235156308926,133.4444882618243
132.69616070522437,134.08480947785137,131.0237176510951,132.55426356447325
132.62521213484882,132.71696973631924,129.29758425495962,131.00727699563942
131.81624456524412,131.81624456524412,127.07925728332546,129.00074817527417
130.40849637025914,130.40849637025914,124.94895708842891,126.75407686183011
128.58128661604462,128.58128661604462,123.1073244542458,124.49034662606454
126.53581662105458,126.53581662105458,121.2254215875191,122.42184954038225
124.47883308071842,124.47883308071842,119.02315927992295,120.73959006069859
122.60921157070851,122.60921157070851,117.62555095473105,119.60563259734175
121.10742208402513,121.10742208402513,117.25536324735009,119.14667258704391
120.12704733553451,120.94065716085713,117.95421275941922,119.44743496013818
119.78724114783634,121.93415307848436,119.152517136663,120.54333510757368
120.16528812770501,123.94838830624106,120.16528812770501,122.41300180733944
121.28914496752222,126.75625008370868,121.28914496752222,124.9723861156795
123.13076554160085,129.80523536741393,123.13076554160085,128.0728922037315
125.60182887266618,133.06294250948164,125.60182887266618,131.50599292428956
128.55391089847785,136.79793765689536,128.55391089847785,135.0160376079457
131.78497425321177,140.0546941334019,131.78497425321177,138.3215327770725
135.05325351514213,142.5489901806554,135.05325351514213,141.14337574868256
138.09831463191233,144.5932922665057,138.09831463191233,143.23676289844406
140.6675387651782,146.0756620034572,140.6675387651782,144.42221413881902
142.54487645199862,146.57143212166807,142.54487645199862,144.61070035874553
143.57778840537208,145.7471249168318,141.88968005898082,143.81840248790633
143.6980954466392,143.72992039092952,140.60631434563564,142.16811736828257
142.93310640746088,142.93310640746088,138.7454488027266,139.8764867613631
141.404796584412,141.404796584412,135.67655244818158,137.22863145779047
139.31671402110123,139.31671402110123,132.66155074344638,134.54392876795973
136.9303213945305,136.9303213945305,130.25415962109273,132.13813355498985
134.53422747476017,134.53422747476017,128.70717960530897,130.28751561753393
132.41087154614706,132.41087154614706,127.6154547134165,129.20009166687123
130.80548160650915,130.80548160650915,127.39947545719488,128.99752295261356
129.90150227956136,131.29749357237068,128.12086294416926,129.70917825826996
