upper,middle,lower
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
107.45762428035735,99.62233840816026,91.78705253596317
106.02775600737075,98.28424227586412,90.54072854435748
105.37600887086329,97.72469882334903,90.07338877583477
105.58952435047054,98.0383539116416,90.48718347281265
106.71367558633838,99.24185317672267,91.77003076710696
108.77596789525653,101.27235512444012,93.76874235362372
111.68260593076432,103.99314457402363,96.30368321728294
115.1384985136858,107.20584501801073,99.27319152233567
118.79998929802753,110.6681390048435,102.53628871165947
122.3233937371851,114.11541363513378,105.90743353308245
125.52895341254967,117.28439764388199,109.03984187521431
128.17748963959727,119.93667863849153,111.69586763738577
130.0998134522951,121.87999976774739,113.66018608319966
131.11987181851987,122.98543345374605,114.85099508897224
131.13021135447178,123.19889810845086,115.26758486242993
130.31345150051308,122.5459890808828,114.77852666125253
128.82057750085346,121.12969230082183,113.4388071007902
126.77648447407479,119.12118485241757,111.46588523076035
124.35591773275388,116.74454423507063,109.13317073738739
121.85109184831337,114.2567321877702,106.66237252722702
119.51650143409877,111.92464106224679,104.33278069039481
117.53787877807773,110.00125312406458,102.46462747005143
116.10324185785626,108.7030424002833,101.30284294271033
115.45189787861992,108.19063769933508,100.92937752005025
115.81617136472467,108.55447411796011,101.29277687119556
117.11876924278668,109.80671474335324,102.4946602439198
119.18752089177063,111.88016416080967,104.57280742984871
121.97532486350796,114.63427081999565,107.29321677648333
125.33000921363842,117.86768208634197,110.40535495904552
129.04661351187218,121.33623047221137,113.62584743255056
132.76355060145823,124.77474439137693,116.78593818129563
136.11531364276385,127.92073514707224,119.72615665138063
138.7945815809989,130.5378442655162,122.28110695003353
140.6446456556533,132.43695669444105,124.2292677332288
141.55139752614045,133.49309388747918,125.4347902488179
141.60242332451588,133.65657776549278,125.71073220646969
140.77305230577312,132.95746831142935,125.14188431708558
139.28304697581464,131.50287840157117,123.7227098273277
137.32379385285304,129.46740573130614,121.61101760975926
135.01824672769902,127.07753652299444,119.13682631828986
132.53210395759075,124.59141418625812,116.65072441492549
130.13013386635836,122.27578013601534,114.42142640567234
128.16588383470605,120.38214657630877,112.5984093179115
126.91782330201404,119.12432966418496,111.33083602635587
126.43653956708025,118.65934994918358,110.88216033128691
126.72171718354599,119.07340619529367,111.42509520704135
127.88485668877826,120.37417550208815,112.86349431539804
129.97493332051732,122.49012753228324,115.00532174404914
132.83653698586798,125.27691410373268,117.71729122159739
136.19681623942813,128.53026338263376,120.86371052583938
139.7706944060697,132.0042268780681,124.23775935006648
143.32968496117576,135.43314928819893,127.53661361522211
146.5481167999892,138.555398697196,130.56268059440282
149.12906011101606,141.13673737507105,133.14441463912604
150.90648163291854,142.99124553647894,135.07600944003934
151.8202047665887,143.9979290014267,136.17565323626474
151.935278102078,144.11152724502116,136.28777638796433
151.18253144660633,143.36655638536055,135.55058132411477
149.57814652484404,141.8742259615024,134.17030539816074
147.41311360519177,139.81250491654941,132.21189622790706
145.0587825826475,137.41022416199849,129.76166574134947
142.7072505300425,134.9266357939324,127.14602105782231
140.52060801218852,132.6282548753949,124.73590173860129
138.6538196765925,130.76505243955756,122.87628520252264
137.32616360003695,129.54812632180318,121.7700890435694
136.80989260441592,129.13084441879352,121.45179623317111
137.179493910278,129.59514479102842,122.01079567177884
