middle,upper,lower,percent_b
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.10068092037709828,1.5671856354506892,-1.3658237946964928,0.7986375346590608
0.08310250997304842,1.5114705672495936,-1.3452655473034967,0.7348133385344883
0.045177706826237375,1.4141124848698718,-1.3237570712173972,0.6101066376002235
-0.0038081745792451216,1.3395940620678022,-1.3472104112262924,0.4472637995664592
-0.05186168203299647,1.3251450329727406,-1.4288683970387335,0.30023691436772204
-0.0872176409856777,1.3495102317416483,-1.5239455137130038,0.21326768397171258
-0.10121967960349561,1.3665518629888116,-1.568991222195803,0.19479157668825592
-0.09043961049463835,1.3530796849804738,-1.5339589059697505,0.2406920984955002
-0.05751677054500902,1.3271439005925085,-1.4421774416825266,0.34905321348241547
-0.010511819198460934,1.3341108300555866,-1.3551344684525086,0.5055545387379881
0.0390667921003813,1.4015607070802298,-1.3234271228794672,0.6630238351043192
0.07908049019104323,1.4996240453017373,-1.341463064919651,0.769183393142021
0.09973252625442292,1.5640210018065095,-1.3645559492976638,0.8066560202850596
0.09596656159726741,1.5516297106607908,-1.359696587466256,0.7787321436195507
0.06870463571025756,1.4706828272033108,-1.3332735557827955,0.6876691202447432
0.024621418843437916,1.3755286281500239,-1.326285790463148,0.5414964842115016
-0.025489980058256603,1.325967630152458,-1.3769475902689714,0.37811889761045514
-0.06936054284755704,1.3337208901117257,-1.4724419758068397,0.25399597136879115
-0.09624922571427623,1.3600515403737476,-1.5525499918023,0.19710781672029584
-0.09957274131704098,1.3643440798594408,-1.563489562493523,0.20692093751722163
-0.07851737712463551,1.3409583266041567,-1.4979930808534276,0.2802429168955779
-0.03823822062286046,1.3234521917256028,-1.3999286329713236,0.4130033099740635
0.011402985891957124,1.3562737839731638,-1.3334678121892496,0.5773445960817635
0.058252343767387665,1.443963443961505,-1.3274587564267297,0.7172402185391868
0.0908394962670483,1.535216596112845,-1.3535376035787485,0.7937894119104404
0.10118597194234674,1.5688780888981149,-1.3665061450134215,0.802351779365411
0.08675859270201565,1.522536356146082,-1.349019170742051,0.746924139363701
0.05108968415652981,1.427109838196745,-1.3249304698836855,0.629719167487726
0.002912239114498804,1.3462378922614897,-1.340413414032492,0.46930163352429666
-0.04597822363065118,1.3238670637034846,-1.415823510964787,0.31685850174727315
-0.08361161368441021,1.3457713837148855,-1.512994611083706,0.22079557567524852
-0.10077396465125439,1.3659491278871572,-1.567497057189666,0.1934708172531761
-0.09326333445658522,1.3563830081014534,-1.5429096770146238,0.23095461881396528
-0.06291858731444228,1.3297469324678208,-1.4555841070967053,0.33128955720379594
-0.017169175635278436,1.3297931810907815,-1.3641315323613386,0.483393701340002
0.0327838490353349,1.3896046638046249,-1.324036965733955,0.6442324417643185
0.07471024408539094,1.4871464523940372,-1.3377259642232555,0.759020281950659
0.09834496577249036,1.5594227913962824,-1.3627328598513015,0.805547668451469
0.0979014099378951,1.5579609159108676,-1.3621580960350772,0.7860889226461063
0.07348817451946431,1.4837317594413213,-1.3367554104023929,0.7033092559116135
0.031082470988981203,1.3865342161004732,-1.3243692741225108,0.5630980224914359
-0.01893330547867787,1.3288367289840555,-1.366703339941411,0.3986453563036554
-0.06431354844304388,1.3305278222388335,-1.4591549191249213,0.26679304399374637
-0.0939475917351363,1.3572078532635292,-1.5451030367338017,0.2007011627967846
-0.1005799880336602,1.365688027434422,-1.5668480035017425,0.2019421829889777
-0.08258689541182915,1.3447588311864465,-1.5099326220101048,0.26688526757173203
-0.04437365047450975,1.3236620965062358,-1.4124093974552554,0.3925665644537145
0.0047038116841307265,1.348203009404551,-1.3387953860362896,0.555656020657547
0.052629616691328984,1.4306316627864564,-1.3253724294037985,0.7018960570457023
0.08766985601043895,1.5253379786657377,-1.3499982666448598,0.787643750584985
0.10124545698507403,1.5690777539810388,-1.3665868400108907,0.8049471156903287
0.09003263903100542,1.532682295927599,-1.3526170178655883,0.757924963943221
0.05677669104408728,1.4403931798265126,-1.3268397977383382,0.6485076076119257
0.00961982893325243,1.3540142695689665,-1.3347746117024615,0.4914844276857203
-0.039892302803705426,1.323418789380546,-1.403203394987957,0.33454164507540385
-0.0796374075216174,1.341968958026155,-1.5012437730693895,0.2295549295860446
-0.09988449742655092,1.3647579231584177,-1.5645269180115196,0.19328290735176698
-0.09567637876783307,1.3593338544322897,-1.5506866119679557,0.22233328402558775
-0.06804334575638446,1.3328322950662463,-1.4689189865790153,0.31449478716797746
-0.023750928609126323,1.326623587262185,-1.3741254444804378,0.46141338577060437
0.02635654420423858,1.378382068783598,-1.3256689803751207,0.6245645359826373
0.0700110157797939,1.474196034043668,-1.33417400248408,0.7476180229530417
0.09652434897291837,1.5534472536438966,-1.3603985556980598,0.8032824485784164
0.0994051551331166,1.5629327156155406,-1.3641224053493075,0.7923308422808696
0.07794811244074293,1.4963512474827358,-1.3404550226012502,0.717893341516359
0.03740665328741549,1.3983075138230072,-1.3234942072481761,0.5842222551693794
-0.012293259193311562,1.3328455391454013,-1.3574320575320244,0.4197950146273808
