upper,middle,lower
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
112.00454229927934,107.082865308575,102.1633636879963
111.903996698001,106.96031118542241,102.03702207594756
111.48149095236647,106.55098952518925,101.67783115273905
110.84753008292738,105.93612732359576,101.12981477034926
110.1823135395352,105.21531190077062,100.40326913125591
109.5036401798982,104.49759506253974,99.68310613110404
108.96140873233165,103.89175182739567,99.03055716743253
108.55757771159065,103.49656387805487,98.63355958617213
108.37119784452737,103.39199568793734,98.57524233498944
108.48123056464149,103.63205153291037,98.8947106702469
109.13355090120591,104.23995145016349,99.41036676194948
110.16562981720305,105.20605706144154,100.27299449048978
111.46754612622676,106.48873254066868,101.51564231169665
112.96480536016107,108.01806381828972,103.07772074367713
114.59091724799116,109.7021037968819,104.84319176799882
116.31238287778524,111.4350857115261,106.62930322893273
118.02171523469391,113.10687095991703,108.31262995838041
119.60041387832072,114.61278745568676,109.79025736162829
120.86843833251953,115.86297967414018,111.04856243742181
121.84199343121688,116.79043517866376,111.93416142447509
122.39011307800129,117.35697064210828,112.49710053406037
122.50576329657846,117.55664264968355,112.73761870284666
122.28492982985878,117.41627860650068,112.6261751502832
121.88410160023147,116.99308032537222,112.13535105079109
121.32841892406745,116.36951435923494,111.41502979189917
120.62769249435505,115.64594550958222,110.66031870509737
119.88266208381762,114.93167153765809,109.99034859761083
119.21334803236513,114.33515992096163,109.49959706481589
118.84010683817569,113.9543587765253,109.15910992089735
118.84698966435758,113.86794744733447,109.03065352633098
119.18085830401883,114.12830831094557,109.25699419733856
119.81567295627272,114.75684761770661,109.89580906685411
120.76326521267524,115.742083334167,110.90944997004836
122.03354824467185,117.04067079892921,112.20463572045877
123.49186499228664,118.58127457216008,113.77854615433921
125.15541127136517,120.2709406179764,115.44316740240318
126.89365061452054,122.00339961162967,117.12777224548434
128.6218453824203,123.66855966178939,118.70771114897195
130.13799798652042,125.16234049131411,120.17901541980844
131.34234704048916,126.39597061843133,121.46331658347619
132.17765388899457,127.30391704882051,122.48228740200413
132.7172572879352,127.84973914282192,123.08320478902942
133.0219100353167,128.0293437492481,123.186349583904
132.93455091218237,127.87135083438908,122.98973058574394
132.4939509772264,127.43453694566097,122.56345976084957
131.7887631702729,126.80258487767678,121.98496441162513
131.0247690118917,126.07660853743191,121.25860807195049
130.27164555235746,125.36612074013492,120.54153378663992
129.71654667609008,124.7792507555816,119.87723904323487
129.3572609063708,124.41308544252024,119.47022304519386
129.28815104427278,124.34499676870873,119.38979732374698
129.59013620461823,124.62573040346784,119.66083649483392
130.21456383897035,125.27487275817427,120.3659767873086
131.15508993875173,126.27910139046546,121.47771946198786
132.48808298835723,127.59337505833837,122.8220665703464
134.1585043208085,129.14495712015346,124.29662222632264
135.91624586992114,130.83991288220435,125.9496633545152
137.633736076585,132.57150050514548,127.68916465275844
139.20567865090607,134.2297059345968,129.4023242200996
140.5859255352183,135.71107012897224,130.93779292244716
141.81250366072146,136.92793074753726,132.09525917422252
142.754364932275,137.81625276622648,132.88840979194248
143.28785588129955,138.34134853563094,133.37899646988078
143.41286127577334,138.50097632541122,133.56914778640777
143.2542302257144,138.3255405713923,133.39865072137914
142.78440791301847,137.87537593786334,133.0076223601965
142.13787741350674,137.23535780170852,132.42316873592566
